AnnotationAccession,SeqID,SeqType,PIRAReadCount,replicon_length,PIRASequencingCoverage,PIRALongestRepliconCoverage,PIRACopyNumber,InitialReadCount,AdditionalReadCount,InitialCopyNumberEstimate,RepliconDNAContent,Organism,Strain,TaxonomicGroup,TaxonomicSubgroup,host,isolation_source,Annotation,Genus,max_replicon_length,normalized_replicon_length
GCF_036259715.1_ASM3625971v1,NZ_CP142772.1,plasmid,258580,64091,4.034575837,2.237984689,1.802771867,258580,0,1.802771867,115541.4517,Lactiplantibacillus plantarum,VHProbi M25,Terrabacteria group,Bacillota,NA,Camel,Animals,Lactiplantibacillus,3268975,0.01960584
GCF_963978475.1_SGC-23-002,NZ_OZ021673.1,chromosome,1904035,2231477,0.853262212,0.853262212,1,1904035,0,1,2231477,Neisseria gonorrhoeae,-,Pseudomonadota,Betaproteobacteria,Homo sapiens,NA,Humans,Neisseria,2231477,1
GCF_963978475.1_SGC-23-002,NZ_OZ021674.1,plasmid,68650,4197,16.35692161,0.853262212,19.16986524,68650,0,19.16986524,80455.92442,Neisseria gonorrhoeae,-,Pseudomonadota,Betaproteobacteria,Homo sapiens,NA,Humans,Neisseria,2231477,0.001880817
GCF_963978475.1_SGC-23-002,NZ_OZ021675.1,plasmid,87408,41999,2.081192409,0.853262212,2.439100644,87408,0,2.439100644,102439.7879,Neisseria gonorrhoeae,-,Pseudomonadota,Betaproteobacteria,Homo sapiens,NA,Humans,Neisseria,2231477,0.018821166
GCF_012980785.1_ASM1298078v1,NZ_CP050258.1,chromosome,9774107,3804074,2.569378777,2.569378777,1,9774107,0,1,3804074,Erwinia amylovora,FB-86,Pseudomonadota,Gammaproteobacteria,Apple tree,NA,Plants,Erwinia,3804074,1
GCF_012980785.1_ASM1298078v1,NZ_CP050259.1,plasmid,196043,28259,6.937365087,2.569378777,2.700016498,196043,0,2.700016498,76299.76623,Erwinia amylovora,FB-86,Pseudomonadota,Gammaproteobacteria,Apple tree,NA,Plants,Erwinia,3804074,0.007428615
GCF_001874625.1_ASM187462v1,NZ_CP017671.1,chromosome,973479,4780676,0.203627897,0.203627897,1,973479,0,1,4780676,Providencia rettgeri,RB151,Pseudomonadota,Gammaproteobacteria,NA,NA,Unannotated,Providencia,4780676,1
GCF_001874625.1_ASM187462v1,NZ_CP017672.1,plasmid,49591,108417,0.457409816,0.203627897,2.246302312,49591,0,2.246302312,243537.3578,Providencia rettgeri,RB151,Pseudomonadota,Gammaproteobacteria,NA,NA,Unannotated,Providencia,4780676,0.022678174
GCF_003606345.3_ASM360634v3,NZ_CP031844.2,chromosome,12197291,2157564,5.653269613,5.653269613,1,12197291,0,1,2157564,Bartonella krasnovii,OE 1-1,Pseudomonadota,Alphaproteobacteria,NA,Flea,Animals,Bartonella,2157564,1
GCF_003606345.3_ASM360634v3,NZ_CP042965.1,plasmid,391598,29057,13.47689025,5.653269613,2.383910758,391598,0,2.383910758,69269.2949,Bartonella krasnovii,OE 1-1,Pseudomonadota,Alphaproteobacteria,NA,Flea,Animals,Bartonella,2157564,0.013467503
GCF_026725495.1_ASM2672549v1,NZ_CP110087.1,chromosome,4188221,2616654,1.600601761,1.600601761,1,4188221,0,1,2616654,Moraxella bovis,SAM109242,Pseudomonadota,Gammaproteobacteria,Bovine,NA,Livestock,Moraxella,2616654,1
GCF_026725495.1_ASM2672549v1,NZ_CP110088.1,plasmid,42366,4263,9.93807178,1.600601761,6.20895967,42366,0,6.20895967,26468.79507,Moraxella bovis,SAM109242,Pseudomonadota,Gammaproteobacteria,Bovine,NA,Livestock,Moraxella,2616654,0.00162918
GCF_000430085.2_ASM43008v2,NC_021812.2,chromosome,998503,4783943,0.208719669,0.208719669,1,998503,0,1,4783943,Salmonella enterica subsp. enterica serovar Heidelberg str. CFSAN002069,CFSAN002069,Pseudomonadota,Gammaproteobacteria,chicken,NA,Livestock,Salmonella,4783943,1
GCF_000430085.2_ASM43008v2,NC_021813.2,plasmid,18995,110363,0.172113843,0.208719669,0.824617264,18995,0,0.824617264,91007.23512,Salmonella enterica subsp. enterica serovar Heidelberg str. CFSAN002069,CFSAN002069,Pseudomonadota,Gammaproteobacteria,chicken,NA,Livestock,Salmonella,4783943,0.023069464
GCF_000430085.2_ASM43008v2,NC_021842.2,plasmid,117861,37679,3.128028876,0.208719669,14.986747,117861,0,14.986747,564685.6403,Salmonella enterica subsp. enterica serovar Heidelberg str. CFSAN002069,CFSAN002069,Pseudomonadota,Gammaproteobacteria,chicken,NA,Livestock,Salmonella,4783943,0.007876139
GCF_016454465.1_ASM1645446v1,NZ_CP051389.1,chromosome,1059789,4744876,0.223354414,0.223354414,1,1059789,0,1,4744876,Salmonella enterica subsp. enterica serovar Muenchen,CVM 22536,Pseudomonadota,Gammaproteobacteria,NA,swine,Livestock,Salmonella,4744876,1
GCF_016454465.1_ASM1645446v1,NZ_CP051390.1,plasmid,61348,11037,5.558394491,0.223354414,24.88598449,61348,0,24.88598449,274666.6109,Salmonella enterica subsp. enterica serovar Muenchen,CVM 22536,Pseudomonadota,Gammaproteobacteria,NA,swine,Livestock,Salmonella,4744876,0.002326088
GCF_009730355.1_ASM973035v1,NZ_CP046348.1,chromosome,15224273,4998495,3.045771377,3.045771377,1,15224273,0,1,4998495,Citrobacter portucalensis,FDAARGOS_738,Pseudomonadota,Gammaproteobacteria,Homo sapiens,inflamed biopsy tissue from sigmoid colon,Humans,Citrobacter,4998495,1
GCF_009730355.1_ASM973035v1,NZ_CP046347.1,plasmid,794381,116365,6.826631719,3.045771377,2.241347387,794381,0,2.241347387,260814.3887,Citrobacter portucalensis,FDAARGOS_738,Pseudomonadota,Gammaproteobacteria,Homo sapiens,inflamed biopsy tissue from sigmoid colon,Humans,Citrobacter,4998495,0.023280007
GCF_009730355.1_ASM973035v1,NZ_CP046349.1,plasmid,247540,42255,5.858241628,3.045771377,1.923401629,247540,0,1.923401629,81273.33583,Citrobacter portucalensis,FDAARGOS_738,Pseudomonadota,Gammaproteobacteria,Homo sapiens,inflamed biopsy tissue from sigmoid colon,Humans,Citrobacter,4998495,0.008453545
GCF_009730355.1_ASM973035v1,NZ_CP046350.1,plasmid,71315,5537,12.87971826,3.045771377,4.228721287,71315,0,4.228721287,23414.42977,Citrobacter portucalensis,FDAARGOS_738,Pseudomonadota,Gammaproteobacteria,Homo sapiens,inflamed biopsy tissue from sigmoid colon,Humans,Citrobacter,4998495,0.001107733
GCF_038423385.1_ASM3842338v1,NZ_CP131636.1,chromosome,806233,2221680,0.362893396,0.362893396,1,806233,0,1,2221680,Neisseria gonorrhoeae,-,Pseudomonadota,Betaproteobacteria,Homo sapiens,Abs/pus/wd,Humans,Neisseria,2221680,1
GCF_038423385.1_ASM3842338v1,NZ_CP131637.1,plasmid,52494,4153,12.64001926,0.362893396,34.83121876,52494,0,34.83121876,144654.0515,Neisseria gonorrhoeae,-,Pseudomonadota,Betaproteobacteria,Homo sapiens,Abs/pus/wd,Humans,Neisseria,2221680,0.001869306
GCF_000209795.2_ASM20979v2,NC_017196.2,chromosome,14846723,4105380,3.61640652,3.61640652,1,14846723,0,1,4105380,Bacillus subtilis subsp. natto BEST195,BEST195,Terrabacteria group,Bacillota,NA,NA,Unannotated,Bacillus,4105380,1
GCF_000209795.2_ASM20979v2,NC_017194.1,plasmid,97408,5838,16.68516615,3.61640652,4.613741862,97408,0,4.613741862,26935.02499,Bacillus subtilis subsp. natto BEST195,BEST195,Terrabacteria group,Bacillota,NA,NA,Unannotated,Bacillus,4105380,0.001422036
GCF_017751165.1_ASM1775116v1,NZ_CP046926.1,chromosome,12182894,3003105,4.056765914,4.056765914,1,12182894,0,1,3003105,Brachyspira hyodysenteriae,BHZ755,Spirochaetota,Spirochaetia,Sus scrofa domesticus,feces,Livestock,Brachyspira,3003105,1
GCF_017751165.1_ASM1775116v1,NZ_CP046927.1,plasmid,233568,32552,7.175227329,4.056765914,1.768706275,233568,0,1.768706275,57574.92667,Brachyspira hyodysenteriae,BHZ755,Spirochaetota,Spirochaetia,Sus scrofa domesticus,feces,Livestock,Brachyspira,3003105,0.010839448
GCF_009911965.1_ASM991196v1,NZ_CP047820.1,chromosome,634240,2763968,0.229467201,0.229467201,1,634240,0,1,2763968,Staphylococcus aureus,UP_1395,Terrabacteria group,Bacillota,Homo sapiens,NA,Humans,Staphylococcus,2763968,1
GCF_009911965.1_ASM991196v1,NZ_CP047821.1,plasmid,20167,27406,0.73586076,0.229467201,3.206823275,20167,0,3.206823275,87886.19869,Staphylococcus aureus,UP_1395,Terrabacteria group,Bacillota,Homo sapiens,NA,Humans,Staphylococcus,2763968,0.009915455
GCF_020172765.2_ASM2017276v2,NZ_CP083461.2,chromosome,2066890,4684058,0.441260548,0.441260548,1,2066890,0,1,4684058,Aeromonas veronii,SW3814,Pseudomonadota,Gammaproteobacteria,NA,fresh water [ENVO:00002011],Water,Aeromonas,4684058,1
GCF_020172765.2_ASM2017276v2,NZ_CP083463.1,plasmid,13018,1739,7.485911443,0.441260548,16.96483286,13018,0,16.96483286,29501.84434,Aeromonas veronii,SW3814,Pseudomonadota,Gammaproteobacteria,NA,fresh water [ENVO:00002011],Water,Aeromonas,4684058,0.000371259
GCF_020172765.2_ASM2017276v2,NZ_CP083462.1,plasmid,134767,158496,0.850286443,0.441260548,1.926948707,134767,0,1.926948707,305413.6623,Aeromonas veronii,SW3814,Pseudomonadota,Gammaproteobacteria,NA,fresh water [ENVO:00002011],Water,Aeromonas,4684058,0.033837327
GCF_001692615.1_ASM169261v1,NZ_CP016576.1,chromosome,19331242,4751454,4.068489772,4.068489772,1,19331242,0,1,4751454,Salmonella enterica subsp. enterica serovar Heidelberg,AMR588-04-00437,Pseudomonadota,Gammaproteobacteria,NA,Chicken feces,Livestock,Salmonella,4751454,1
GCF_001692615.1_ASM169261v1,NZ_CP016577.1,plasmid,1834090,2246,816.6028495,4.068489772,200.7139984,1834090,0,200.7139984,450803.6404,Salmonella enterica subsp. enterica serovar Heidelberg,AMR588-04-00437,Pseudomonadota,Gammaproteobacteria,NA,Chicken feces,Livestock,Salmonella,4751454,0.000472697
GCF_001692615.1_ASM169261v1,NZ_CP016578.1,plasmid,443054,37697,11.75303075,4.068489772,2.888794468,443054,0,2.888794468,108898.8851,Salmonella enterica subsp. enterica serovar Heidelberg,AMR588-04-00437,Pseudomonadota,Gammaproteobacteria,NA,Chicken feces,Livestock,Salmonella,4751454,0.007933782
GCF_023611765.1_ASM2361176v1,NZ_CP048250.1,chromosome,7634290,2165075,3.526108795,3.526108795,1,7634290,0,1,2165075,Neisseria gonorrhoeae,CT532,Pseudomonadota,Betaproteobacteria,Homo sapiens,urethra,Humans,Neisseria,2165075,1
GCF_023611765.1_ASM2361176v1,NZ_CP048251.1,plasmid,407077,42001,9.69207876,3.526108795,2.748661293,407077,0,2.748661293,115446.523,Neisseria gonorrhoeae,CT532,Pseudomonadota,Betaproteobacteria,Homo sapiens,urethra,Humans,Neisseria,2165075,0.019399328
GCF_023611765.1_ASM2361176v1,NZ_CP048252.1,plasmid,796674,5155,154.5439379,3.526108795,43.82846557,796674,0,43.82846557,225935.74,Neisseria gonorrhoeae,CT532,Pseudomonadota,Betaproteobacteria,Homo sapiens,urethra,Humans,Neisseria,2165075,0.00238098
GCF_023611765.1_ASM2361176v1,NZ_CP048253.1,plasmid,938534,4207,223.0886618,3.526108795,63.26766266,938534,0,63.26766266,266167.0568,Neisseria gonorrhoeae,CT532,Pseudomonadota,Betaproteobacteria,Homo sapiens,urethra,Humans,Neisseria,2165075,0.00194312
GCF_015352045.2_ASM1535204v2,NZ_CP126072.1,chromosome,1110196,4141211,0.268084867,0.268084867,1,1110196,0,1,4141211,Clostridioides difficile,CDI-22,Terrabacteria group,Bacillota,Homo sapiens,NA,Humans,Clostridioides,4141211,1
GCF_015352045.2_ASM1535204v2,NZ_CP126073.1,plasmid,16520,12488,1.322869955,0.268084867,4.934519319,16520,0,4.934519319,61622.27726,Clostridioides difficile,CDI-22,Terrabacteria group,Bacillota,Homo sapiens,NA,Humans,Clostridioides,4141211,0.003015543
GCF_015352045.2_ASM1535204v2,NZ_CP126074.1,plasmid,13347,6865,1.94420976,0.268084867,7.252217485,13347,0,7.252217485,49786.47303,Clostridioides difficile,CDI-22,Terrabacteria group,Bacillota,Homo sapiens,NA,Humans,Clostridioides,4141211,0.001657728
GCF_904863345.1_MSB1_10D,NZ_LR890312.1,chromosome,5049137,5812602,0.868653488,0.868653488,1,5049137,0,1,5812602,Klebsiella oxytoca,MSB1_10D,Pseudomonadota,Gammaproteobacteria,Homo sapiens,rectal swab,Humans,Klebsiella,5812602,1
GCF_904863345.1_MSB1_10D,NZ_LR890313.1,plasmid,210525,201460,1.044996525,0.868653488,1.203007344,210525,0,1.203007344,242357.8596,Klebsiella oxytoca,MSB1_10D,Pseudomonadota,Gammaproteobacteria,Homo sapiens,rectal swab,Humans,Klebsiella,5812602,0.034659177
GCF_904863345.1_MSB1_10D,NZ_LR890314.1,plasmid,135755,109877,1.235517897,0.868653488,1.422336887,135755,0,1.422336887,156282.1101,Klebsiella oxytoca,MSB1_10D,Pseudomonadota,Gammaproteobacteria,Homo sapiens,rectal swab,Humans,Klebsiella,5812602,0.018903238
GCF_905143135.2_1V_hybrid,NZ_OU508367.1,chromosome,1654149,1151406,1.436633994,1.436633994,1,1654149,0,1,1151406,Chlamydia abortus,15-58d44,PVC group,Chlamydiota,Pica pica,cloacal swab,Livestock,Chlamydia,1151406,1
GCF_905143135.2_1V_hybrid,NZ_OU508368.1,plasmid,41877,7553,5.544419436,1.436633994,3.859312435,41877,0,3.859312435,29149.38682,Chlamydia abortus,15-58d44,PVC group,Chlamydiota,Pica pica,cloacal swab,Livestock,Chlamydia,1151406,0.006559806
GCF_021183705.1_ASM2118370v1,NZ_CP089218.1,chromosome,41716337,6435496,6.482225612,6.482225612,1,41716337,0,1,6435496,Mycobacterium kansasii,FDAARGOS_1614,Terrabacteria group,Actinomycetota,NA,NA,Unannotated,Mycobacterium,6435496,1
GCF_021183705.1_ASM2118370v1,NZ_CP089219.1,plasmid,966359,18376,52.58810405,6.482225612,8.112661791,966359,0,8.112661791,149078.2731,Mycobacterium kansasii,FDAARGOS_1614,Terrabacteria group,Actinomycetota,NA,NA,Unannotated,Mycobacterium,6435496,0.002855413
GCF_004194605.3_ASM419460v3,NZ_CP036165.1,chromosome,10031653,4851542,2.067724653,2.067724653,1,10031653,0,1,4851542,Salmonella enterica subsp. enterica serovar Albany,sg_wt5,Pseudomonadota,Gammaproteobacteria,NA,wet market,Human-impacted,Salmonella,4851542,1
GCF_004194605.3_ASM419460v3,NZ_CP037994.1,plasmid,252468,84511,2.98739809,2.067724653,1.444775582,252468,0,1.444775582,122099.4292,Salmonella enterica subsp. enterica serovar Albany,sg_wt5,Pseudomonadota,Gammaproteobacteria,NA,wet market,Human-impacted,Salmonella,4851542,0.01741941
GCF_000266885.1_ASM26688v1,NC_018020.1,chromosome,60930330,4384015,13.89829414,13.89829414,1,60930330,0,1,4384015,Turneriella parva DSM 21527,DSM 21527,Spirochaetota,Spirochaetia,NA,contaminated culture medium,Human-impacted,Turneriella,4384015,1
GCF_000266885.1_ASM26688v1,NC_018021.1,plasmid,231245,25287,9.144817495,13.89829414,0.657981289,231245,0,0.657981289,16638.37285,Turneriella parva DSM 21527,DSM 21527,Spirochaetota,Spirochaetia,NA,contaminated culture medium,Human-impacted,Turneriella,4384015,0.005768
GCF_905319565.2_NRS6190B,NZ_OX419551.1,chromosome,1656337,4105025,0.403490113,0.403490113,1,1656337,0,1,4105025,Bacillus subtilis,NRS6190,Terrabacteria group,Bacillota,NA,garden soil,Earth,Bacillus,4105025,1
GCF_905319565.2_NRS6190B,NZ_OX419552.1,plasmid,54225,64136,0.845469003,0.403490113,2.095389643,54225,0,2.095389643,134389.9102,Bacillus subtilis,NRS6190,Terrabacteria group,Bacillota,NA,garden soil,Earth,Bacillus,4105025,0.015623778
GCF_039637345.1_ASM3963734v1,NZ_CP147783.1,chromosome,4527145,5228851,0.86580111,0.86580111,1,4527145,0,1,5228851,Bacillus anthracis,-,Terrabacteria group,Bacillota,NA,NA,Unannotated,Bacillus,5228851,1
GCF_039637345.1_ASM3963734v1,NZ_CP147784.1,plasmid,437200,181634,2.40703833,0.86580111,2.780128487,437200,0,2.780128487,504965.8576,Bacillus anthracis,-,Terrabacteria group,Bacillota,NA,NA,Unannotated,Bacillus,5228851,0.034736886
GCF_016890085.1_ASM1689008v1,NZ_CP069587.1,chromosome,9457793,4758933,1.987376792,1.987376792,1,9457793,0,1,4758933,Chromobacterium violaceum,FDAARGOS_1273,Pseudomonadota,Betaproteobacteria,NA,NA,Unannotated,Chromobacterium,4758933,1
GCF_016890085.1_ASM1689008v1,NZ_CP069588.1,plasmid,145248,49107,2.957786059,1.987376792,1.488286504,145248,0,1.488286504,73085.28537,Chromobacterium violaceum,FDAARGOS_1273,Pseudomonadota,Betaproteobacteria,NA,NA,Unannotated,Chromobacterium,4758933,0.01031891
GCF_022385255.1_ASM2238525v1,NZ_CP092458.1,chromosome,107074053,5141049,20.82727727,20.82727727,1,107074053,0,1,5141049,Dickeya fangzhongdai,643b,Pseudomonadota,Gammaproteobacteria,Aglaonema sp.,greenhouse,Plants,Dickeya,5141049,1
GCF_022385255.1_ASM2238525v1,NZ_CP092459.1,plasmid,1056592,8828,119.6864522,20.82727727,5.746620195,1056592,0,5.746620195,50731.16309,Dickeya fangzhongdai,643b,Pseudomonadota,Gammaproteobacteria,Aglaonema sp.,greenhouse,Plants,Dickeya,5141049,0.001717159
GCF_024397315.1_ASM2439731v1,NZ_CP101613.1,chromosome,1264456,4733307,0.267140078,0.267140078,1,1264456,0,1,4733307,Erwinia persicina,SR15,Pseudomonadota,Gammaproteobacteria,NA,Green onion,Plants,Erwinia,4733307,1
GCF_024397315.1_ASM2439731v1,NZ_CP101614.1,plasmid,52153,165111,0.315866296,0.267140078,1.182399506,52153,0,1.182399506,195227.1649,Erwinia persicina,SR15,Pseudomonadota,Gammaproteobacteria,NA,Green onion,Plants,Erwinia,4733307,0.0348828
GCF_014705805.1_ASM1470580v1,NZ_CP061514.1,chromosome,1597131,3984725,0.400813356,0.400813356,1,1597131,0,1,3984725,Acinetobacter baumannii,CFSAN093710,Pseudomonadota,Gammaproteobacteria,Homo sapiens,sterile body site,Humans,Acinetobacter,3984725,1
GCF_014705805.1_ASM1470580v1,NZ_CP061515.1,plasmid,30453,110967,0.27443294,0.400813356,0.684690107,30453,0,0.684690107,75978.00708,Acinetobacter baumannii,CFSAN093710,Pseudomonadota,Gammaproteobacteria,Homo sapiens,sterile body site,Humans,Acinetobacter,3984725,0.027848095
GCF_014705805.1_ASM1470580v1,NZ_CP061516.1,plasmid,16679,83626,0.19944754,0.400813356,0.497607021,16679,0,0.497607021,41612.88478,Acinetobacter baumannii,CFSAN093710,Pseudomonadota,Gammaproteobacteria,Homo sapiens,sterile body site,Humans,Acinetobacter,3984725,0.020986643
GCF_016591995.1_ASM1659199v1,NZ_AP024170.1,chromosome,847928,2838668,0.298706295,0.298706295,1,847928,0,1,2838668,Staphylococcus aureus,834,Terrabacteria group,Bacillota,Homo sapiens,blood,Humans,Staphylococcus,2838668,1
GCF_016591995.1_ASM1659199v1,NZ_AP024171.1,plasmid,18687,24653,0.758001055,0.298706295,2.537613262,18687,0,2.537613262,62559.77974,Staphylococcus aureus,834,Terrabacteria group,Bacillota,Homo sapiens,blood,Humans,Staphylococcus,2838668,0.008684707
GCF_027943865.1_ASM2794386v1,NZ_AP026680.1,chromosome,1900804,4686981,0.405549756,0.405549756,1,1900804,0,1,4686981,Salmonella enterica subsp. enterica serovar Oranienburg,11548,Pseudomonadota,Gammaproteobacteria,Homo sapiens,blood,Humans,Salmonella,4686981,1
GCF_027943865.1_ASM2794386v1,NZ_AP026681.1,plasmid,76432,3428,22.29638273,0.405549756,54.9781683,76432,0,54.9781683,188465.1609,Salmonella enterica subsp. enterica serovar Oranienburg,11548,Pseudomonadota,Gammaproteobacteria,Homo sapiens,blood,Humans,Salmonella,4686981,0.000731388
GCF_027943865.1_ASM2794386v1,NZ_AP026682.1,plasmid,67274,2495,26.96352705,0.405549756,66.48635998,67274,0,66.48635998,165883.4682,Salmonella enterica subsp. enterica serovar Oranienburg,11548,Pseudomonadota,Gammaproteobacteria,Homo sapiens,blood,Humans,Salmonella,4686981,0.000532326
GCF_022404735.1_ASM2240473v1,NZ_CP062338.1,chromosome,1063836,2737213,0.388656637,0.388656637,1,1063836,0,1,2737213,Staphylococcus aureus,NAS_NP_103,Terrabacteria group,Bacillota,Homo sapiens,NA,Humans,Staphylococcus,2737213,1
GCF_022404735.1_ASM2240473v1,NZ_CP062339.1,plasmid,11803,2564,4.603354134,0.388656637,11.84426996,11803,0,11.84426996,30368.70818,Staphylococcus aureus,NAS_NP_103,Terrabacteria group,Bacillota,Homo sapiens,NA,Humans,Staphylococcus,2737213,0.000936719
GCF_001558755.2_ASM155875v2,NZ_CP014060.2,chromosome,11254921,6864988,1.639466959,1.639466959,1,11254921,0,1,6864988,Achromobacter xylosoxidans,FDAARGOS_147,Pseudomonadota,Betaproteobacteria,Homo sapiens,Broviac blood,Humans,Achromobacter,6864988,1
GCF_001558755.2_ASM155875v2,NZ_CP014059.2,plasmid,162100,21970,7.378243059,1.639466959,4.500391434,162100,0,4.500391434,98873.59981,Achromobacter xylosoxidans,FDAARGOS_147,Pseudomonadota,Betaproteobacteria,Homo sapiens,Broviac blood,Humans,Achromobacter,6864988,0.003200297
GCF_016454585.1_ASM1645458v1,NZ_CP051402.1,chromosome,1200870,4891101,0.245521407,0.245521407,1,1200870,0,1,4891101,Salmonella enterica subsp. enterica serovar Agona,CVM 21974,Pseudomonadota,Gammaproteobacteria,NA,bovine,Livestock,Salmonella,4891101,1
GCF_016454585.1_ASM1645458v1,NZ_CP051403.1,plasmid,10217,102040,0.100127401,0.245521407,0.40781536,10217,0,0.40781536,41613.47932,Salmonella enterica subsp. enterica serovar Agona,CVM 21974,Pseudomonadota,Gammaproteobacteria,NA,bovine,Livestock,Salmonella,4891101,0.020862378
GCF_016889605.1_ASM1688960v1,NZ_CP069501.1,chromosome,18490673,4927392,3.752628774,3.752628774,1,18490673,0,1,4927392,Escherichia coli,FDAARGOS_1268,Pseudomonadota,Gammaproteobacteria,Homo sapiens,NA,Humans,Escherichia,4927392,1
GCF_016889605.1_ASM1688960v1,NZ_CP069502.1,plasmid,376905,77233,4.880103065,3.752628774,1.300449194,376905,0,1.300449194,100437.5926,Escherichia coli,FDAARGOS_1268,Pseudomonadota,Gammaproteobacteria,Homo sapiens,NA,Humans,Escherichia,4927392,0.015674215
GCF_016889605.1_ASM1688960v1,NZ_CP069503.1,plasmid,103950,4072,25.52799607,3.752628774,6.802696885,103950,0,6.802696885,27700.58171,Escherichia coli,FDAARGOS_1268,Pseudomonadota,Gammaproteobacteria,Homo sapiens,NA,Humans,Escherichia,4927392,0.000826401
GCF_013113775.1_ASM1311377v1,NZ_CP051858.1,chromosome,6681372,4865236,1.373288367,1.373288367,1,6681372,0,1,4865236,Bacillus thuringiensis serovar israelensis,BGSC 4Q7rifR,Terrabacteria group,Bacillota,NA,NA,Unannotated,Bacillus,4865236,1
GCF_013113775.1_ASM1311377v1,NZ_CP051859.1,plasmid,490727,235425,2.084430286,1.373288367,1.517838741,490727,0,1.517838741,357337.1856,Bacillus thuringiensis serovar israelensis,BGSC 4Q7rifR,Terrabacteria group,Bacillota,NA,NA,Unannotated,Bacillus,4865236,0.048389225
