AnnotationAccession,SeqID,SeqType,SeqLength,CDS_count,CDS_length,transposase_count, transposase_length
GCF_020424045.1_ASM2042404v1,NZ_CP066844.1,chromosome,4804173,4345,4222590,32,32028
GCF_020424045.1_ASM2042404v1,NZ_CP066846.1,plasmid,60935,66,43914,5,4959
GCF_020424045.1_ASM2042404v1,NZ_CP066845.1,plasmid,127534,114,93753,10,12396
GCF_032248875.1_ASM3224887v1,NZ_CP135165.1,chromosome,5260925,4908,4604553,27,23919
GCF_032248875.1_ASM3224887v1,NZ_CP135166.1,plasmid,112987,115,93336,1,1263
GCF_032248875.1_ASM3224887v1,NZ_CP135167.1,plasmid,78154,82,61614,6,5985
GCF_032248875.1_ASM3224887v1,NZ_CP135168.1,plasmid,45080,42,26784,10,7365
GCF_032248875.1_ASM3224887v1,NZ_CP135169.1,plasmid,24680,25,17847,5,4020
GCF_032248875.1_ASM3224887v1,NZ_CP135170.1,plasmid,23166,22,12855,3,2610
GCF_032248875.1_ASM3224887v1,NZ_CP135171.1,plasmid,2987,3,813,0,0
GCF_030719255.1_ASM3071925v1,NZ_CP120990.1,chromosome,9111196,7661,7961223,29,24192
GCF_030719255.1_ASM3071925v1,NZ_CP120991.1,plasmid,345614,311,242682,30,27261
GCF_013147185.1_ASM1314718v1,NZ_CP049177.1,chromosome,4881332,4152,3775455,340,308448
GCF_013147185.1_ASM1314718v1,NZ_CP049178.1,plasmid,86039,90,68781,1,924
GCF_004345065.1_ASM434506v1,NZ_CP037747.1,chromosome,1811183,1817,1579050,2,1959
GCF_004345065.1_ASM434506v1,NZ_CP037749.1,plasmid,61134,83,55446,0,0
GCF_004345065.1_ASM434506v1,NZ_CP037748.1,plasmid,42332,44,38628,0,0
GCF_009709095.1_ASM970909v1,NZ_CP039070.1,chromosome,3194859,3050,2592276,439,375849
GCF_009709095.1_ASM970909v1,NZ_CP039071.1,plasmid,185794,202,136155,64,48747
GCF_009709095.1_ASM970909v1,NZ_CP039072.1,plasmid,57431,58,48486,3,3153
GCF_009709095.1_ASM970909v1,NZ_CP039073.1,plasmid,50691,55,41550,16,13581
GCF_009709095.1_ASM970909v1,NZ_CP039074.1,plasmid,33555,47,27063,10,8601
GCF_009709095.1_ASM970909v1,NZ_CP039075.1,plasmid,9266,12,6948,4,3432
GCF_003994575.1_ASM399457v1,NZ_CP034713.1,chromosome,4650494,4106,3789258,16,11865
GCF_003994575.1_ASM399457v1,NZ_CP034714.1,plasmid,126510,146,107436,0,0
GCF_019915525.1_ASM1991552v1,NZ_CP082831.1,chromosome,5449567,5027,4649457,90,80370
GCF_019915525.1_ASM1991552v1,NZ_CP082832.1,plasmid,186443,167,118806,17,14826
GCF_019552185.1_ASM1955218v1,NZ_CP072186.1,chromosome,2070944,1898,1862931,14,10950
GCF_019552185.1_ASM1955218v1,NZ_CP072187.1,plasmid,104567,96,95700,1,879
GCF_024637915.1_ASM2463791v1,NZ_CP094946.1,chromosome,3088437,2869,2584491,46,38757
GCF_024637915.1_ASM2463791v1,NZ_CP094947.1,plasmid,51922,51,42504,1,1416
GCF_024637915.1_ASM2463791v1,NZ_CP094948.1,plasmid,35082,44,26349,0,0
GCF_024637915.1_ASM2463791v1,NZ_CP094949.1,plasmid,13843,20,12315,0,0
GCF_005160405.1_ASM516040v1,NZ_CP039860.1,chromosome,4997600,4675,4343466,31,20106
GCF_005160405.1_ASM516040v1,NZ_CP039861.1,plasmid,245375,253,192708,25,21288
GCF_005160405.1_ASM516040v1,NZ_CP039862.1,plasmid,91904,101,80739,1,1113
GCF_005160405.1_ASM516040v1,NZ_CP039863.1,plasmid,6306,9,3582,0,0
GCF_005160405.1_ASM516040v1,NZ_CP039864.1,plasmid,5310,6,2418,0,0
GCF_900698955.1_ErCilaricifoliae_v1.0,NZ_LR217720.1,chromosome,1058529,625,623175,3,2856
GCF_900698955.1_ErCilaricifoliae_v1.0,NZ_LR217721.1,plasmid,33300,15,11817,0,0
GCF_030585795.1_ASM3058579v1,NZ_CP130703.1,chromosome,1809605,1768,1587999,19,19335
GCF_030585795.1_ASM3058579v1,NZ_CP130704.1,plasmid,26558,28,16428,5,2136
GCF_030585795.1_ASM3058579v1,NZ_CP130705.1,plasmid,14988,18,9366,1,906
GCF_024181685.1_ASM2418168v1,NZ_CP060172.1,chromosome,3016749,2717,2463195,23,20277
GCF_024181685.1_ASM2418168v1,NZ_CP060174.1,plasmid,13485,2,738,0,0
GCF_024181685.1_ASM2418168v1,NZ_CP060175.1,plasmid,91545,79,61362,14,9189
GCF_024181685.1_ASM2418168v1,NZ_CP060176.1,plasmid,70342,70,55239,4,3252
GCF_024181685.1_ASM2418168v1,NZ_CP060177.1,plasmid,51989,43,37779,7,4797
GCF_024181685.1_ASM2418168v1,NZ_CP060178.1,plasmid,8739,7,5307,0,0
GCF_024181685.1_ASM2418168v1,NZ_CP060179.1,plasmid,39200,35,23202,4,4626
GCF_024181685.1_ASM2418168v1,NZ_CP060180.1,plasmid,13479,15,9483,0,0
GCF_024181685.1_ASM2418168v1,NZ_CP060181.1,plasmid,6495,7,5436,0,0
GCF_024181685.1_ASM2418168v1,NZ_CP060173.1,plasmid,2170,3,1266,0,0
GCF_020138655.1_ASM2013865v1,NZ_CP075964.1,chromosome,3034476,2606,2472831,81,73002
GCF_020138655.1_ASM2013865v1,NZ_CP075965.1,plasmid,12237,14,8010,0,0
GCF_029773245.1_ASM2977324v1,NZ_CP121859.1,chromosome,4612963,4049,3846351,41,37080
GCF_029773245.1_ASM2977324v1,NZ_CP121858.1,plasmid,11742,16,6246,0,0
GCF_029773245.1_ASM2977324v1,NZ_CP121860.1,plasmid,4617,4,4647,0,0
GCF_013146765.1_ASM1314676v1,NZ_CP049167.1,chromosome,4875157,4118,3755520,328,295200
GCF_013146765.1_ASM1314676v1,NZ_CP049168.1,plasmid,67713,78,53136,4,3381
GCF_021485025.1_ASM2148502v1,NZ_CP090629.1,chromosome,5441422,5210,4766247,43,41067
GCF_021485025.1_ASM2148502v1,NZ_CP090630.1,plasmid,115240,123,92190,13,17670
GCF_021485025.1_ASM2148502v1,NZ_CP090631.1,plasmid,13636,13,9582,2,3711
GCF_022493995.1_ASM2249399v1,NZ_CP058828.1,chromosome,4785827,4275,4075383,87,74541
GCF_022493995.1_ASM2249399v1,NZ_CP058829.1,plasmid,169932,147,126789,26,25302
GCF_022493995.1_ASM2249399v1,NZ_CP058830.1,plasmid,24419,24,16797,5,4302
GCF_009833945.1_ASM983394v1,NZ_CP047160.1,chromosome,5521444,5232,4803576,57,57642
GCF_009833945.1_ASM983394v1,NZ_CP047162.1,plasmid,10060,13,7509,0,0
GCF_009833945.1_ASM983394v1,NZ_CP047161.1,plasmid,127240,140,81396,15,14493
GCF_022982615.1_ASM2298261v1,NZ_CP095253.1,chromosome,5393376,5084,4713081,56,56292
GCF_022982615.1_ASM2298261v1,NZ_CP095254.1,plasmid,157481,135,117315,13,16041
GCF_022982615.1_ASM2298261v1,NZ_CP095263.1,plasmid,5535,9,3774,0,0
GCF_022982615.1_ASM2298261v1,NZ_CP095255.1,plasmid,132724,142,94923,15,14499
GCF_022982615.1_ASM2298261v1,NZ_CP095256.1,plasmid,68628,74,48285,6,5583
GCF_022982615.1_ASM2298261v1,NZ_CP095257.1,plasmid,37368,58,34719,0,0
GCF_022982615.1_ASM2298261v1,NZ_CP095258.1,plasmid,26525,31,25488,0,0
GCF_022982615.1_ASM2298261v1,NZ_CP095259.1,plasmid,11970,14,8997,0,0
GCF_022982615.1_ASM2298261v1,NZ_CP095260.1,plasmid,10895,23,9663,0,0
GCF_022982615.1_ASM2298261v1,NZ_CP095261.1,plasmid,9789,8,4431,3,2391
GCF_022982615.1_ASM2298261v1,NZ_CP095262.1,plasmid,5596,10,3120,0,0
GCF_030014065.1_ASM3001406v1,NZ_CP118830.1,chromosome,2797783,2639,2327028,10,8706
GCF_030014065.1_ASM3001406v1,NZ_CP118831.1,plasmid,19761,21,13251,0,0
GCF_013357345.1_ASM1335734v1,NZ_CP054940.1,chromosome,4879059,4489,4192689,48,42879
GCF_013357345.1_ASM1335734v1,NZ_CP054941.1,plasmid,142890,137,101586,14,13368
GCF_013357345.1_ASM1335734v1,NZ_CP054942.1,plasmid,76661,82,59778,2,1410
GCF_013357345.1_ASM1335734v1,NZ_CP054943.1,plasmid,86336,95,71973,0,0
GCF_013357345.1_ASM1335734v1,NZ_CP054944.1,plasmid,3608,4,2196,0,0
GCF_019038575.1_ASM1903857v1,NZ_CP076863.1,chromosome,5363194,4920,4549956,33,26943
GCF_019038575.1_ASM1903857v1,NZ_CP076864.1,plasmid,11849,5,4701,0,0
GCF_019038575.1_ASM1903857v1,NZ_CP076865.1,plasmid,16943,21,13794,0,0
GCF_019038575.1_ASM1903857v1,NZ_CP076866.1,plasmid,2509,0,0,0,0
GCF_019038575.1_ASM1903857v1,NZ_CP076867.1,plasmid,24337,28,23093,0,0
GCF_019038575.1_ASM1903857v1,NZ_CP076868.1,plasmid,9294,12,6849,0,0
GCF_019038575.1_ASM1903857v1,NZ_CP076869.1,plasmid,17446,21,8655,1,705
GCF_016889265.1_ASM1688926v1,NZ_CP069488.1,chromosome,4995060,4577,4324476,65,57642
GCF_016889265.1_ASM1688926v1,NZ_CP069489.1,plasmid,14130,13,9558,0,0
GCF_016889265.1_ASM1688926v1,NZ_CP069490.1,plasmid,11357,10,9231,0,0
GCF_016889265.1_ASM1688926v1,NZ_CP069491.1,plasmid,9318,10,6405,0,0
GCF_016889265.1_ASM1688926v1,NZ_CP069492.1,plasmid,5251,6,3159,0,0
GCF_016889265.1_ASM1688926v1,NZ_CP069493.1,plasmid,5219,9,2565,0,0
GCF_016889265.1_ASM1688926v1,NZ_CP069494.1,plasmid,1549,2,603,0,0
GCF_004799605.1_ASM479960v1,NZ_CP038631.1,chromosome,2178608,2251,1937700,33,37221
GCF_004799605.1_ASM479960v1,NZ_CP038632.1,plasmid,148406,141,119928,12,14898
GCF_004799605.1_ASM479960v1,NZ_CP038633.1,plasmid,102666,87,79212,14,18507
GCF_010729665.1_ASM1072966v1,NZ_AP022610.1,chromosome,5712088,5307,5183706,9,7629
GCF_010729665.1_ASM1072966v1,NZ_AP022611.1,plasmid,228287,197,184953,2,2052
GCF_029714265.1_ASM2971426v1,NZ_CP121652.1,chromosome,3969977,3757,3443049,18,19875
GCF_029714265.1_ASM2971426v1,NZ_CP121653.1,plasmid,2831118,2459,2424663,40,38112
GCF_029714265.1_ASM2971426v1,NZ_CP121654.1,plasmid,540349,429,406770,20,14514
GCF_029714265.1_ASM2971426v1,NZ_CP121655.1,plasmid,212457,174,148734,18,14898
GCF_029714265.1_ASM2971426v1,NZ_CP121656.1,plasmid,186301,148,131928,31,30687
GCF_029714265.1_ASM2971426v1,NZ_CP121657.1,plasmid,101253,83,77412,11,9267
GCF_029714265.1_ASM2971426v1,NZ_CP121658.1,plasmid,35209,42,28086,0,0
GCF_026410925.1_ASM2641092v1,NZ_CP112972.1,chromosome,3328418,3252,2936679,41,38124
GCF_026410925.1_ASM2641092v1,NZ_CP112973.1,plasmid,188763,158,125058,23,19278
GCF_026410925.1_ASM2641092v1,NZ_CP112974.1,plasmid,135744,98,94476,3,3417
GCF_026410925.1_ASM2641092v1,NZ_CP112975.1,plasmid,117008,97,75135,8,9624
GCF_009708295.1_ASM970829v1,NZ_CP038891.1,chromosome,3165215,3143,2598696,537,354096
GCF_009708295.1_ASM970829v1,NZ_CP038892.1,plasmid,158589,193,113850,83,53901
GCF_014524505.1_ASM1452450v1,NZ_CP048650.1,chromosome,5080469,4673,4439994,78,71742
GCF_014524505.1_ASM1452450v1,NZ_CP048651.1,plasmid,161986,152,132315,16,15048
GCF_014524505.1_ASM1452450v1,NZ_CP048652.1,plasmid,3725,4,2079,0,0
GCF_014524505.1_ASM1452450v1,NZ_CP048653.1,plasmid,4782,5,1593,0,0
GCF_000445425.4_ASM44542v4,NC_022079.2,chromosome,907293,817,823110,4,7671
GCF_000445425.4_ASM44542v4,NZ_CP010328.2,plasmid,30673,26,22279,0,0
GCF_014621695.1_ASM1462169v1,NZ_CP061281.1,chromosome,7867709,7043,6923775,8,7308
GCF_014621695.1_ASM1462169v1,NZ_CP061282.1,plasmid,361615,254,334200,1,1170
GCF_014621695.1_ASM1462169v1,NZ_CP061283.1,plasmid,125386,145,102874,0,0
GCF_016944775.1_ASM1694477v1,NZ_CP063518.1,chromosome,4805989,4354,4097670,33,29070
GCF_016944775.1_ASM1694477v1,NZ_CP063519.1,plasmid,39385,34,26571,3,3042
GCF_016944775.1_ASM1694477v1,NZ_CP063520.1,plasmid,7397,7,5889,0,0
GCF_016944775.1_ASM1694477v1,NZ_CP063521.1,plasmid,24093,35,20151,0,0
GCF_016944775.1_ASM1694477v1,NZ_CP063522.1,plasmid,56996,52,39987,7,5346
GCF_016944775.1_ASM1694477v1,NZ_CP063523.1,plasmid,2046,1,435,0,0
GCF_016944775.1_ASM1694477v1,NZ_CP063524.1,plasmid,1580,1,477,0,0
GCF_017723895.1_ASM1772389v1,NZ_CP072265.1,chromosome,5506719,4525,4643559,34,37479
GCF_017723895.1_ASM1772389v1,NZ_CP072267.1,plasmid,26620,28,20484,1,1089
GCF_017723895.1_ASM1772389v1,NZ_CP072266.1,plasmid,47683,56,37317,2,1380
GCF_016756095.1_ASM1675609v1,NZ_AP024241.1,chromosome,5464983,5002,4934049,24,24246
GCF_016756095.1_ASM1675609v1,NZ_AP024242.1,plasmid,24567,22,20820,0,0
GCF_000794125.2_ASM79412v2,NZ_CP114381.1,chromosome,3990368,3705,3443763,28,28956
GCF_000794125.2_ASM79412v2,NZ_CP114382.1,plasmid,8731,11,6468,0,0
GCF_000794125.2_ASM79412v2,NZ_CP114383.1,plasmid,2343,2,1341,0,0
GCF_000794125.2_ASM79412v2,NZ_CP114384.1,plasmid,1887,3,1500,0,0
GCF_028225315.1_ASM2822531v1,NZ_CP107483.1,chromosome,5464810,5182,4777746,56,54282
GCF_028225315.1_ASM2822531v1,NZ_CP107484.1,plasmid,205636,203,158490,19,17085
GCF_028225315.1_ASM2822531v1,NZ_CP107485.1,plasmid,154720,179,114612,16,14898
GCF_028225315.1_ASM2822531v1,NZ_CP107486.1,plasmid,10060,13,7509,0,0
GCF_028225315.1_ASM2822531v1,NZ_CP107487.1,plasmid,5596,10,3120,0,0
GCF_002258005.2_ASM225800v2,NZ_CP043362.1,chromosome,5168293,4826,4540041,20,16620
GCF_002258005.2_ASM225800v2,NZ_CP043363.1,plasmid,131027,125,96759,9,9840
GCF_002258005.2_ASM225800v2,NZ_CP043364.1,plasmid,127885,141,95949,11,9726
GCF_003324875.1_ASM332487v1,NZ_CP030005.1,chromosome,4725468,4310,4077318,19,14721
GCF_003324875.1_ASM332487v1,NZ_CP030006.1,plasmid,67730,69,53262,1,930
GCF_000298435.2_ASM29843v2,NC_018627.1,chromosome,1168490,944,1007853,4,8433
GCF_000298435.2_ASM29843v2,NC_018636.1,plasmid,7491,6,5115,0,0
GCF_027944915.1_ASM2794491v1,NZ_CP116169.1,chromosome,4804285,4352,4123341,63,58680
GCF_027944915.1_ASM2794491v1,NZ_CP116170.1,plasmid,90243,92,70218,6,5814
GCF_027944915.1_ASM2794491v1,NZ_CP116171.1,plasmid,88352,96,72717,4,3558
GCF_027944915.1_ASM2794491v1,NZ_CP116172.1,plasmid,7559,9,3594,0,0
GCF_027944915.1_ASM2794491v1,NZ_CP116173.1,plasmid,5728,6,4707,0,0
GCF_027944915.1_ASM2794491v1,NZ_CP116174.1,plasmid,4296,3,3423,0,0
GCF_027944915.1_ASM2794491v1,NZ_CP116175.1,plasmid,1985,1,558,0,0
GCF_002951915.1_ASM295191v1,NZ_CP019655.1,chromosome,4489122,4315,3631329,149,133029
GCF_002951915.1_ASM295191v1,NZ_CP019656.1,plasmid,103273,113,82158,11,10164
GCF_002951915.1_ASM295191v1,NZ_CP019657.1,plasmid,60868,58,43641,6,4923
GCF_002951915.1_ASM295191v1,NZ_CP019658.1,plasmid,48714,51,36414,3,2766
GCF_021655765.1_ASM2165576v1,NZ_CP081931.1,chromosome,2093572,1915,1880235,15,14430
GCF_021655765.1_ASM2165576v1,NZ_CP081932.1,plasmid,101897,92,92058,1,879
GCF_013635255.1_ASM1363525v1,NZ_CP058187.1,chromosome,4794265,4438,4222503,26,26310
GCF_013635255.1_ASM1363525v1,NZ_CP058188.1,plasmid,169857,158,133917,24,28212
GCF_013635255.1_ASM1363525v1,NZ_CP058189.1,plasmid,67584,74,58968,0,0
GCF_013635255.1_ASM1363525v1,NZ_CP058190.1,plasmid,2495,3,606,0,0
GCF_001889105.1_ASM188910v1,NZ_CP013107.1,chromosome,3764724,3466,3243720,24,25023
GCF_001889105.1_ASM188910v1,NZ_CP013108.1,plasmid,222756,213,176607,16,14061
GCF_001889105.1_ASM188910v1,NZ_CP013109.1,plasmid,586526,462,426747,22,15906
GCF_001889105.1_ASM188910v1,NZ_CP013110.1,plasmid,2177502,1913,1883217,18,18621
GCF_020099255.1_ASM2009925v1,NZ_CP083643.1,chromosome,4723885,4335,4226466,15,13215
GCF_020099255.1_ASM2009925v1,NZ_CP083644.1,plasmid,298988,299,231669,24,26301
GCF_016757675.1_ASM1675767v1,NZ_CP068408.1,chromosome,3102338,2835,2576715,76,68970
GCF_016757675.1_ASM1675767v1,NZ_CP068409.1,plasmid,10695,12,7941,1,399
GCF_016757675.1_ASM1675767v1,NZ_CP068410.1,plasmid,8224,6,5349,0,0
GCF_016757675.1_ASM1675767v1,NZ_CP068411.1,plasmid,6158,4,4374,0,0
GCF_016757675.1_ASM1675767v1,NZ_CP068412.1,plasmid,5608,6,4185,0,0
GCF_016757675.1_ASM1675767v1,NZ_CP068413.1,plasmid,4469,3,2016,1,1200
GCF_016757675.1_ASM1675767v1,NZ_CP068414.1,plasmid,2087,2,936,0,0
GCF_016757675.1_ASM1675767v1,NZ_CP068415.1,plasmid,1979,1,1074,0,0
GCF_026250525.1_ASM2625052v1,NZ_CP111043.1,chromosome,4938441,4013,4392234,40,42246
GCF_026250525.1_ASM2625052v1,NZ_CP111044.1,plasmid,641076,493,556875,20,17484
GCF_026250525.1_ASM2625052v1,NZ_CP111045.1,plasmid,524470,405,449883,20,18483
GCF_026250525.1_ASM2625052v1,NZ_CP111046.1,plasmid,338635,248,299688,3,3729
GCF_026250525.1_ASM2625052v1,NZ_CP111047.1,plasmid,309758,224,277665,5,5517
GCF_026250525.1_ASM2625052v1,NZ_CP111048.1,plasmid,304534,213,272016,7,6552
GCF_026250525.1_ASM2625052v1,NZ_CP111049.1,plasmid,267758,214,239199,2,1800
GCF_026250525.1_ASM2625052v1,NZ_CP111050.1,plasmid,238141,177,209199,1,903
GCF_026250525.1_ASM2625052v1,NZ_CP111051.1,plasmid,231362,169,204252,5,4344
GCF_026250525.1_ASM2625052v1,NZ_CP111052.1,plasmid,223690,172,189453,14,9537
GCF_026250525.1_ASM2625052v1,NZ_CP111053.1,plasmid,218105,185,188430,5,3423
GCF_026250525.1_ASM2625052v1,NZ_CP111054.1,plasmid,189370,148,170985,0,0
GCF_026250525.1_ASM2625052v1,NZ_CP111055.1,plasmid,176344,150,148776,5,4674
GCF_026250525.1_ASM2625052v1,NZ_CP111056.1,plasmid,171695,136,147120,16,11376
GCF_026250525.1_ASM2625052v1,NZ_CP111057.1,plasmid,162594,116,145158,2,1791
GCF_026250525.1_ASM2625052v1,NZ_CP111058.1,plasmid,152552,119,134859,0,0
GCF_026250525.1_ASM2625052v1,NZ_CP111059.1,plasmid,146538,125,129693,4,3174
GCF_026250525.1_ASM2625052v1,NZ_CP111060.1,plasmid,139744,128,117768,11,11100
GCF_026250525.1_ASM2625052v1,NZ_CP111061.1,plasmid,120999,114,105630,3,3141
GCF_026250525.1_ASM2625052v1,NZ_CP111062.1,plasmid,105716,82,88098,3,2880
GCF_026250525.1_ASM2625052v1,NZ_CP111063.1,plasmid,100318,72,89094,1,942
GCF_026250525.1_ASM2625052v1,NZ_CP111064.1,plasmid,96629,95,70458,13,11382
GCF_026250525.1_ASM2625052v1,NZ_CP111065.1,plasmid,86051,65,75951,6,5007
GCF_026250525.1_ASM2625052v1,NZ_CP111066.1,plasmid,74661,50,64713,5,3207
GCF_026250525.1_ASM2625052v1,NZ_CP111067.1,plasmid,74085,48,66627,1,714
GCF_026250525.1_ASM2625052v1,NZ_CP111068.1,plasmid,45503,39,37071,1,651
GCF_026250525.1_ASM2625052v1,NZ_CP111069.1,plasmid,37472,60,33828,0,0
GCF_026250525.1_ASM2625052v1,NZ_CP111070.1,plasmid,15446,15,10113,1,993
GCF_026250525.1_ASM2625052v1,NZ_CP111071.1,plasmid,10609,12,7431,0,0
GCF_002224565.1_ASM222456v1,NZ_CP020459.1,chromosome,1945884,1859,1652292,53,53361
GCF_002224565.1_ASM222456v1,NZ_CP020460.1,plasmid,84581,82,67794,6,4578
GCF_002224565.1_ASM222456v1,NZ_CP020461.1,plasmid,26098,23,17481,1,219
GCF_003425885.1_ASM342588v1,NZ_CP031661.1,chromosome,2823570,2684,2300682,8,3783
GCF_003425885.1_ASM342588v1,NZ_CP031662.1,plasmid,15396,14,7566,0,0
GCF_003425885.1_ASM342588v1,NZ_CP031663.1,plasmid,1266,1,477,0,0
GCF_024363445.1_ASM2436344v1,NZ_AP024734.1,chromosome,2862025,2699,2326293,6,3180
GCF_024363445.1_ASM2436344v1,NZ_AP024735.1,plasmid,18532,20,11697,0,0
GCF_001717645.1_ASM171764v3,NZ_CP016855.1,chromosome,2873063,2729,2365299,12,6765
GCF_001717645.1_ASM171764v3,NZ_CP025482.1,plasmid,3269,3,1767,0,0
GCF_001717645.1_ASM171764v3,NZ_CP016854.1,plasmid,53799,51,35802,7,4728
GCF_027286145.1_ASM2728614v1,NZ_CP114690.1,chromosome,907297,815,828708,4,7677
GCF_027286145.1_ASM2728614v1,NZ_CP114699.1,plasmid,23964,35,19734,0,0
GCF_027286145.1_ASM2728614v1,NZ_CP114697.1,plasmid,29143,41,26631,0,0
GCF_027286145.1_ASM2728614v1,NZ_CP114696.1,plasmid,29478,42,26814,0,0
GCF_027286145.1_ASM2728614v1,NZ_CP114695.1,plasmid,29576,39,24273,0,0
GCF_027286145.1_ASM2728614v1,NZ_CP114702.1,plasmid,11958,12,4923,0,0
GCF_027286145.1_ASM2728614v1,NZ_CP114701.1,plasmid,20008,24,12999,0,0
GCF_027286145.1_ASM2728614v1,NZ_CP114700.1,plasmid,23250,17,13350,0,0
GCF_027286145.1_ASM2728614v1,NZ_CP114698.1,plasmid,26573,25,17253,0,0
GCF_027286145.1_ASM2728614v1,NZ_CP114694.1,plasmid,30923,25,18435,0,0
GCF_027286145.1_ASM2728614v1,NZ_CP114693.1,plasmid,38873,33,27609,0,0
GCF_027286145.1_ASM2728614v1,NZ_CP114692.1,plasmid,72321,69,48177,0,0
GCF_027286145.1_ASM2728614v1,NZ_CP114691.1,plasmid,97290,124,64470,0,0
GCF_034125425.1_ASM3412542v1,NZ_CP139393.1,chromosome,5112909,4660,4485297,16,11808
GCF_034125425.1_ASM3412542v1,NZ_CP139394.1,plasmid,48995,67,41271,0,0
GCF_034125425.1_ASM3412542v1,NZ_CP139395.1,plasmid,54035,60,40068,5,5106
GCF_001513615.1_ASM151361v1,NZ_CP013831.1,chromosome,5073822,4683,4388232,62,55722
GCF_001513615.1_ASM151361v1,NZ_CP013832.1,plasmid,145221,145,112383,13,14439
GCF_024758685.1_ASM2475868v1,NZ_CP096666.1,chromosome,4553685,3841,3666327,191,151797
GCF_024758685.1_ASM2475868v1,NZ_CP096667.1,plasmid,120847,105,91863,10,9051
GCF_024758685.1_ASM2475868v1,NZ_CP096668.1,plasmid,47984,29,14640,5,4389
GCF_024758685.1_ASM2475868v1,NZ_CP096669.1,plasmid,70300,68,46218,4,5223
GCF_023824135.1_ASM2382413v1,NZ_CP085415.1,chromosome,5100579,5105,4197891,5,3645
GCF_023824135.1_ASM2382413v1,NZ_CP085416.1,plasmid,170981,161,121725,2,1587
GCF_023824135.1_ASM2382413v1,NZ_CP085417.1,plasmid,151534,152,103155,0,0
GCF_023824135.1_ASM2382413v1,NZ_CP085418.1,plasmid,140165,102,82902,1,1287
GCF_023824135.1_ASM2382413v1,NZ_CP085419.1,plasmid,132111,139,85815,2,1758
GCF_023824135.1_ASM2382413v1,NZ_CP085420.1,plasmid,116414,108,79431,3,2985
GCF_023824135.1_ASM2382413v1,NZ_CP085421.1,plasmid,115146,105,85956,1,561
GCF_023824135.1_ASM2382413v1,NZ_CP085422.1,plasmid,102333,109,62832,0,0
GCF_023824135.1_ASM2382413v1,NZ_CP085423.1,plasmid,48257,38,27228,0,0
GCF_023824135.1_ASM2382413v1,NZ_CP085424.1,plasmid,13676,13,8334,0,0
GCF_023824135.1_ASM2382413v1,NZ_CP085425.1,plasmid,10216,9,4434,0,0
GCF_014189335.1_ASM1418933v1,NZ_CP047271.1,chromosome,5305959,5027,4630569,35,31734
GCF_014189335.1_ASM1418933v1,NZ_CP047272.1,plasmid,271744,280,217173,35,33411
GCF_003004255.1_ASM300425v1,NZ_CP021279.1,chromosome,3461540,3002,3022278,29,26541
GCF_003004255.1_ASM300425v1,NZ_CP021280.1,plasmid,88504,91,78807,2,6057
GCF_011492945.1_ASM1149294v1,NZ_CP045119.1,chromosome,4378772,4346,3859248,11,8343
GCF_011492945.1_ASM1149294v1,NZ_CP045120.1,plasmid,205328,214,181647,1,3015
GCF_018460065.1_ASM1846006v1,NZ_CP075374.1,chromosome,4953112,4540,4280778,36,31836
GCF_018460065.1_ASM1846006v1,NZ_CP075378.1,plasmid,279642,274,214419,21,20676
GCF_018460065.1_ASM1846006v1,NZ_CP075375.1,plasmid,74773,73,57120,4,3315
GCF_018460065.1_ASM1846006v1,NZ_CP075376.1,plasmid,88195,99,73944,1,903
GCF_018460065.1_ASM1846006v1,NZ_CP075377.1,plasmid,89891,101,75702,2,2103
GCF_001969305.1_ASM196930v1,NZ_CP013985.1,chromosome,5600402,5202,4893051,16,11913
GCF_001969305.1_ASM196930v1,NZ_CP013986.1,plasmid,163254,153,119253,2,1752
GCF_900184875.1_Unitig,NZ_LT883142.1,chromosome,4903991,4437,4203540,63,60306
GCF_900184875.1_Unitig,NZ_LT883139.1,plasmid,118720,107,84537,26,24015
GCF_900184875.1_Unitig,NZ_LT883140.1,plasmid,30364,28,22059,1,3009
GCF_900184875.1_Unitig,NZ_LT883141.1,plasmid,123705,106,89127,29,25893
GCF_015169775.1_ASM1516977v1,NZ_CP063445.1,chromosome,3154609,3030,2861925,9,9285
GCF_015169775.1_ASM1516977v1,NZ_CP063446.1,plasmid,620133,522,572901,0,0
GCF_015169775.1_ASM1516977v1,NZ_CP063447.1,plasmid,336628,295,254925,13,9795
GCF_015169775.1_ASM1516977v1,NZ_CP063448.1,plasmid,199902,190,168723,13,17577
GCF_015169775.1_ASM1516977v1,NZ_CP063449.1,plasmid,234137,225,209031,6,8691
GCF_036233375.1_ASM3623337v1,NZ_CP115263.1,chromosome,6418168,5802,5753157,8,6882
GCF_036233375.1_ASM3623337v1,NZ_CP115264.1,plasmid,193501,227,165207,1,1167
GCF_009739795.1_ASM973979v1,NZ_CP034005.1,chromosome,2818363,2642,2339292,15,12900
GCF_009739795.1_ASM973979v1,NZ_CP034003.1,plasmid,3011,2,1578,0,0
GCF_009739795.1_ASM973979v1,NZ_CP034004.1,plasmid,4525,6,3591,0,0
GCF_009858195.1_ASM985819v1,NZ_CP047391.1,chromosome,5122776,4676,4496718,10,11778
GCF_009858195.1_ASM985819v1,NZ_CP047392.1,plasmid,42724,50,35724,3,6954
GCF_002055965.1_ASM205596v1,NZ_CP020102.1,chromosome,4215607,4240,3679098,8,5676
