accession,md5,n_families_ge2,has_identical_pair,n_jump_families,max_distinct_contexts,jump_families
NZ_CP018116.1,0442dec8d6db5dacac4b2616bc9b3cc5,3,1,1,3,IS6
NZ_CP072589.1,0446d8e5c3a9cffb96b0e2c590709cae,2,1,1,3,IS6
NZ_CP098760.1,044973388f44dd2f266d07b6ed4f357a,1,0,0,0,
NZ_CP025009.1,044a16cd803594cd3b50bb1f6712c5b5,3,0,0,0,
NZ_CP085499.1,044b15521fce4ce0e0f96c4d73dda95c,3,0,0,0,
NZ_CP082003.1,044da614844cc71e156b9c2f12ec6650,2,1,1,13,IS6
NZ_CP097708.1,044f3e54a311426a830613b6512193c8,1,1,1,2,IS6
NZ_CP054862.1,044ff34d3622b1357dff5eae74224729,3,0,0,0,
NZ_CP115814.1,0451f020e2e7fc1cf03529cd49a0f800,1,0,0,0,
NZ_CP046125.1,045208526ec65578138a9414963eb33d,4,1,2,2,IS3;new
NZ_CP040922.1,0452bf393935475fcd2b6f55a1592635,4,0,0,0,
NZ_CP031319.1,04541a6b0a3aac0b7aac7b20c2764f1d,1,0,0,0,
NZ_CP123502.1,0454e9e1046beda8cca9367dfd187d35,1,0,0,0,
NZ_CP065439.1,045565f7615ed92e52de1243685cb8a1,4,1,1,2,IS5
NZ_CP127263.1,04559dd3543cc313d1e37f9177d192ac,3,1,2,3,IS21;IS66
NZ_CP083806.1,0456562ae6a04ef13d812ce966c01ea1,1,1,1,2,IS6
NZ_CP073969.1,045a500454abb44dd01fd08c6ffa9a00,2,1,1,3,IS6
NZ_CP140258.1,04657be367ac86911e04cee66371adbe,5,1,1,4,IS6
NZ_AP022199.1,04657c916e92d21f730bd4807b363a03,1,0,0,0,
NZ_CP016749.2,04721740094e6bd7a9ed0ceea5a965cf,3,0,0,0,
NZ_CP138707.1,047860b692b7a5a9df6d7f456bc66868,6,1,1,4,IS6
NZ_CP088279.1,047907ebc8e4e91f070dccf41bc0c23a,6,1,1,2,IS3
NZ_CP114185.1,047a14555ccabf975baca92aabebfe8d,1,1,1,2,IS5
NZ_CP129827.1,047b54ac67c9e4b7c6ec4b3342626a01,2,1,1,3,IS6
NZ_CP013057.1,047faaa4714c95514fc88eef27216dc9,2,0,0,0,
NZ_CP014599.1,0480df50d928f1e433e287a598c66cac,1,0,0,0,
NZ_CP048012.1,048a97239d826a4140a5e1077c209bb8,1,1,1,3,IS6
NZ_CP028595.1,048f810a614133fde0fb3dbf35371109,2,0,0,0,
NZ_CP014002.1,049561c380018d49fbf3e39cc8fc46b3,1,0,0,0,
NZ_CP049023.1,0497d9a37c02e6e93417afb5351249d5,3,0,0,0,
NZ_CP104646.1,049aac0004a8813fb538685af2021484,1,0,0,0,
NZ_CP017443.1,049ea251cdaea469d433b723b9c713b6,1,0,0,0,
NZ_CP012049.1,04a690cc39a0140fb5782b1c813f8e5c,2,0,0,0,
NZ_CP026236.1,04aa508188bc05e0f0fca4c3256d0378,1,0,0,0,
NZ_CP050780.1,04aa9279fe6ef99e5d0f01dda35f8437,6,1,2,7,IS3;IS6
NZ_CP083072.1,04af990295ea374173a2475036fe0bab,5,1,1,5,IS6
NZ_CP027364.1,04b15f07ce1c8ced58c7af0c3630cea8,3,1,1,2,IS1
NZ_AP023225.1,04b2794f0fa846b7e3bdbbfa80467c92,4,1,1,7,IS6
NZ_CP078039.1,04b3d008cb9f47295e017d7567b8a1fa,2,0,0,0,
NZ_CP031163.1,04b9498055e8cfa16b1bb8fd165ce7a6,8,1,2,2,IS3;IS6
NZ_CP096835.1,04c292fca7b01bcc37726f07cc4d17a0,3,0,0,0,
NZ_CP062994.1,04c39bfdd103669da2a943c99502cf80,5,1,1,5,IS1
NZ_CP015111.1,04c625d5be7e9cf08c0e15e8a20515bf,1,1,1,2,IS3
NZ_CP135659.1,04c68507d73f3ec01903c926f54f0b5f,5,1,1,2,IS1
NZ_CP063015.1,04c76b7e7a5ab81a338a883ee3a16de3,2,0,0,0,
NZ_CP040994.1,04cd26f4b9d725a44689f3e9608ef5db,5,0,0,0,
NZ_CP016459.1,04d1056053dccc2249f5b69650b9156d,1,0,0,0,
NZ_CP116160.1,04d4b9d776770f1bd4fb9448207a66f3,4,1,1,2,IS6
NZ_CP056337.1,04d9cc236530216782f16784b37e7f32,6,1,2,3,IS30;IS6
NZ_CP083052.1,04dc13abb1e24f3d8b85d13d2f8f5d36,2,0,0,0,
NZ_AP022475.1,04de2f0ba006114ced01c73c89b0a7e5,2,0,0,0,
NC_003131.1,04e1f5ef46eceecfbc70018ac457a8b7,2,0,0,0,
NZ_CP048645.1,04e36f415074551e76278a0a8e8f71ee,1,0,0,0,
NZ_CP128161.1,04e47beab009d7b4002728fc11f68577,1,0,0,0,
NZ_CP116153.1,04e5b0cafa16290f565a6f09f2939ee4,5,1,1,2,IS1
NZ_CP026173.1,04ecc39a989b7baa06583a3fb11b155c,1,0,0,0,
NZ_OX291725.1,04ecedba2f4ddf4b04eb42af5d71dc79,1,1,0,1,
NZ_CP024940.1,04ed84f0c14c3137cab7a58ad3a96b61,9,1,1,2,new
NZ_CP127894.1,04eff4fff44941af2d744d1acacd02a6,5,0,0,0,
NZ_CP060980.1,04f879f46d8600eda63d1c2b4a0fffb8,3,0,0,0,
NZ_CP141802.1,04f9b01c28373fda121cf162dbacd19e,3,1,1,7,IS6
NZ_CP089006.1,050310ceeac9e01788a3109ed81d839e,1,0,0,0,
NZ_CP041443.1,0505652bb68bde21f5001ac88be0ab29,6,1,1,4,IS6
NZ_AP022566.1,05058dc747f28604c615e32f3f607475,1,0,0,0,
NZ_CP024151.1,0506e3b988c1e9b667b7547d2e4dfe7d,2,0,0,0,
NZ_CP015643.1,050d83bfcaa72d479642eb680cca96ea,1,1,1,4,IS6
NZ_CP018958.1,05130b641eb20bf32701cef6ecd5d06f,1,0,0,0,
NZ_CP137392.1,051608290166e3ea792a8ec64954166c,7,1,3,5,IS1;IS110;IS6
NZ_CP024792.1,051ea16060d4e216168567c1b150015a,5,0,0,0,
NZ_CP134363.1,051f7124247e98c2c5340b7e19db9cb8,4,1,1,3,IS6
NZ_CP012007.1,0524cb3927d3f1ee605902f8581b3a94,4,1,1,3,IS6
NZ_AP025868.1,052951071ab534965db2b37151577b88,6,1,3,4,IS1;IS3;IS5
NZ_AP018667.1,052bb6640cd32dbe60aa40c13562bc6a,3,0,0,0,
NZ_CP071506.1,052bfa352c9823299765f6316aaa7081,1,0,0,0,
NZ_CP120838.1,052f0ec4c540dc6879f5821adf8fad8b,1,0,0,0,
NZ_CP016471.1,053a2a51a953245b80a37d34682c4a91,1,0,0,0,
NZ_CP072123.1,053e48354e153e84fd41485f5fc37592,5,1,2,2,IS6;IS91
NZ_CP015259.1,0540c8a757bc5b559acddfa3703159a1,2,1,1,2,IS6
NZ_CP122761.1,0542d0653a04376dbb45d41b9c216810,1,0,0,0,
NZ_CP028225.1,054f77439ef7dcd316064637e5e7bc12,1,0,0,0,
NZ_CP056400.1,0557718595afba34233b529f58cd2010,4,1,1,2,IS110
NZ_AP018799.1,0560afc39bae1c1a4fd78b413d64ab12,2,1,1,4,IS6
NZ_CP022460.1,056309bf60a702c9951a54cc55438981,2,0,0,0,
NZ_CP096743.1,056b0c20d813f4b2da0d7dcde6ebad17,2,0,0,0,
NZ_CP095555.1,056cbceed77e992bd36ca71f61847668,1,0,0,0,
NZ_OU015351.1,056fe7e454c65085c9ee5fa9319c689a,7,1,2,2,IS30;IS66
NZ_CP072540.1,05706275c76659a1055f97ec8b22a1f3,5,1,1,2,IS6
NZ_CP121067.1,057240d72c56ad33279825ba93e5b665,8,1,1,2,IS6
NZ_CP098156.1,057589840443471cb5514db5adc9c352,6,1,3,4,IS5;IS6;ISNCY
NZ_CP014452.1,057bac8b944a5f25b8dfeabd2605e983,1,1,1,2,IS6
NZ_CP091584.1,057faf44daac42df6a117cf2cf5c605f,6,1,1,3,IS6
NZ_CP121657.1,05813f3c0033085800b4789188ef8887,2,0,0,0,
NZ_CP074709.1,0582d17e9553b4b5bce21c9ac7ab67f1,1,0,0,0,
NZ_CP043363.1,058312b9af4bdf98d6ae4c5c1ffdfdbf,2,0,0,0,
NZ_CP135061.1,0583fb8ca1757199182741cc6269673a,2,0,0,0,
NZ_CP132064.1,058939ff0a0f90c4c032aefd016432bc,5,0,0,0,
NZ_CP035842.1,058fe4472a0879195c31d7a541f1d818,7,1,1,3,IS21
NZ_CP026408.1,0591fe18048a08530a06661368c434ad,1,0,0,0,
NZ_CP065043.1,05920f90de691c445ca771fb16c0fbb3,2,0,0,0,
NZ_CP041094.1,059232029d06914d4a71b180e16e3a82,5,0,0,0,
NZ_CP042423.1,0594961758af747d88b773c72118fc54,1,0,0,0,
NZ_CP093497.1,05973baeac371f0d456d191f9f6c727e,3,0,0,0,
NZ_CP032810.1,0598961f9441a7757c6289eae1aede54,1,0,0,0,
NZ_CP026141.1,05a239a981a781e95337c5d2c8bc0df3,2,1,1,9,IS6
NZ_CP069902.1,05a66f110a8008345633c6fbeaa82a8f,1,0,0,0,
NZ_CP018720.1,05a680e7fc90ef1d661c43bbb3ef140b,2,1,1,2,IS5
NZ_AP022246.1,05a6c45372e6d9339edf095c73bbbec6,6,0,0,0,
NC_009228.1,05a9720734e2c7af7277925e408a1f2f,3,1,1,2,IS110
NZ_CP110911.1,05addd4755bebcc6e1780fcb2c5ba57b,3,1,3,4,IS3;IS5;IS6
NZ_CP039036.1,05b28478065a15f46354a078b7c094aa,8,1,3,4,IS3;IS30;IS6
NC_015665.1,05b697ce892dcd0afc02790a09a1bc69,2,1,1,2,IS982
NZ_CP069566.1,05b707a2f8f23dcfe71edb83a8fc0bf6,2,0,0,0,
NZ_CP064370.1,05b8c6b22de29d5692f64f9e249ad47b,2,0,0,0,
NZ_CP086769.1,05bded9306bcc549314408cae34428f6,3,0,0,0,
NZ_CP129749.1,05bf4bc6b538821976b65bafd2b3d805,8,1,1,5,IS6
NZ_CP080227.1,05c251f859fae7e9ab6ccf827f077b47,4,0,0,0,
NZ_CP061972.1,05c396427671b7e1f03188e7ccece680,2,1,1,4,IS6
NZ_LR882494.1,05c5342c2d1b527a53a9b9aa6646840e,2,0,0,0,
NZ_CP034693.1,05c550cf7efda34069a7433c5d86e988,3,1,1,3,IS5
NZ_CP083634.1,05c69bb412b20e49079c009db0dd9109,3,0,0,0,
NZ_CP020032.1,05c7cf44ff16ec9259ba2174dbec5f13,1,0,0,0,
NZ_CP010187.1,05d0e10f0e99500453f2a363d87df0ff,2,0,0,0,
NZ_CP137496.1,05d66ee7ed779f4bd2cfddb4039800d0,1,0,0,0,
NZ_CP036306.1,05daa07b6b7ef34345d4707964d287f8,4,1,1,11,IS6
NZ_AP024923.1,05db2b14b4682b4a83531d564b648a63,1,1,1,2,IS6
NZ_CP033758.1,05dbc3d91757b45ac4936d4dfb2ec8e7,6,0,0,0,
NZ_CP078141.1,05e5e191f4eeb7da32b4fa4c492c70e8,3,1,1,2,new
NZ_CP141094.1,05ec973876fcdff1b5560561a3127c25,2,1,1,5,IS6
NZ_CP016568.1,05ed12821c7ac568af70a5ea1d0c9072,1,0,0,0,
NZ_CP068153.1,05f04c3e6e23ec2b3b1199f2da4c5d84,1,1,1,2,IS21
NZ_LR890752.1,05f837d128bd6a348cabe703ac25a59a,4,0,0,0,
NZ_CP098787.1,05fbfca299b9f199c0da4db09e15ee0a,2,1,0,1,
NZ_CP091915.1,05feb569e6b6ee76fb80440811647e6e,3,1,2,2,IS5;IS982
NZ_CP026049.1,0600d5acb07943b562bd6c01759cd551,4,1,1,4,IS6
NZ_CP029209.1,0601bd7df00b0380c2bea311bfff99c2,3,0,0,0,
NZ_CP117859.1,06081eb19bd1884df6300df430ac7d4e,5,1,1,2,IS1380
NZ_CP096121.1,060bc20ad564ac1b705c520bad7faabd,5,1,2,5,IS3;IS30
NZ_CP128217.1,06104cb6cea2de1b4e9e503e4f62e17a,1,0,0,0,
NZ_CP045189.1,0610f4b9c446cd3d8eaf12c11a719d30,1,0,0,0,
NZ_CP065730.1,06139e41c6b92cc0c5773b0b16fa2c22,1,0,0,0,
NZ_CP032327.1,06180601121a65ab80132980ac71120a,3,0,0,0,
NZ_CP010602.1,061e1d729eb41533cdfb7e64bb045f42,1,0,0,0,
NZ_CP036048.1,062ae259752ee5193847b5f04955d2f6,1,1,1,2,IS6
NZ_CP142931.1,062e1c79d09b8ccef948c0fcb6a47575,3,1,1,2,IS6
NZ_LT985194.1,062ef202b4a6dacb67d8b928d2030b4c,3,1,0,1,
NZ_AP021910.1,0630f35c3355ab287446a232cf9677bf,3,0,0,0,
NZ_CP084862.1,0632706158c10deb70dfde16ad8175cb,3,0,0,0,
NZ_CP009366.1,0633702c3943c15d47b0e4bff5cd05ff,2,0,0,0,
NZ_CP025123.1,06357a55047058115268bd9e689593e9,1,0,0,0,
NZ_CP071302.1,0636c2d52106d4d90c343a8f665f3644,1,1,1,2,IS6
NZ_CP107163.1,06387f1a8b96e50c4a2c47feb667e1dc,4,1,1,3,IS6
NZ_CP058132.1,06416bf68eefddf9284eb97fdc93316a,5,1,2,3,IS1;IS110
NZ_CP068715.1,0643797ae37a2e86218a516a526e9c68,1,0,0,0,
NZ_CP010775.1,064a6836b48e25fa84deaabd95213ffb,1,0,0,0,
NZ_CP064702.1,064f114bd8aad11303ccdd6737720e03,4,0,0,0,
NZ_CP132305.1,064fa0373e2fbddf5dcab349cc917fb5,1,0,0,0,
NZ_CP074444.1,064fae812500ea1a51d2eca11f9e2ee1,2,0,0,0,
NZ_CP021857.1,0655db93ae512e910cdf186011137fb0,2,1,2,2,IS6;IS91
NZ_AP025619.1,0657d65eb49d45a5a49eeac39d117dce,3,1,1,2,IS5
NZ_CP028346.1,06581b28b004a36e7decbd5f4a09c5aa,2,0,0,0,
NZ_CP070915.1,065ea62e55cafe5ec6b6e3dc0a8c00b6,4,1,2,5,IS6;new
NZ_CP114790.1,065f3768ddf616a70941320bb27caae3,1,0,0,0,
NZ_CP070857.1,066b8d1051fe1a8510cf72bd4861dd40,2,0,0,0,
NZ_CP038912.1,066fc18d1d526049ee7639fd54e862ed,3,0,0,0,
NZ_CP028979.1,067215ffca1f029f13f68bfe8aceacbb,1,0,0,0,
NZ_CP020332.1,0672bc324d6cbb1d02a8c44154750bd9,5,0,0,0,
NZ_CP041027.1,0677c132804858e2a43aeaadb9bd8602,2,1,1,3,IS6
NZ_OW970454.1,0679613965170ace4375c6a4dff29532,2,1,1,3,IS1
NZ_CP089408.1,067d7fe457f87da9caaf24cad8a37616,5,0,0,0,
NZ_CP135188.1,067f8b256c47e0b34309c967baebe950,7,1,1,2,IS5
NZ_CP125352.1,068101c6dfe68cd061fe1bb7dc581741,2,1,1,2,IS6
NZ_CP042548.1,0682582e315eba8e45a9bccc5134d962,2,0,0,0,
NZ_CP116435.1,0684c39566250b181c15fb6fd8b7c9b3,1,0,0,0,
NZ_CP137415.1,0685e98be5c8c85094b0b075475bf9bb,2,0,0,0,
NZ_CP066630.1,0686e4a2a439fd445fb034952605a370,6,1,3,2,IS256;IS3;IS30
NZ_CP030204.1,068cfbf0faea6a2385fe691b5dc14e59,5,0,0,0,
NZ_CP124907.1,068e6efd84e3ed77b3c0cf6dd630329a,4,0,0,0,
NZ_CP097680.1,0690c86b48e1e1479395b4384f7641b3,4,1,2,2,IS5;IS6
NZ_CP019879.1,0693d222de8a9305578aa22d68223fb8,1,0,0,0,
NZ_CP056828.1,0694802cb8de2337df49e98685c72340,3,0,0,0,
NZ_LR135206.1,069644bd15f397d3aa888f25e6dbc770,1,1,1,5,IS6
NZ_CP083474.1,069912de589ea4ac68d72070cfdac11b,7,1,3,3,IS256;IS3;IS6
NZ_CP072056.1,06995b10586ec6ddfa2eba40311eeb01,3,0,0,0,
NZ_CP017782.1,069d73aa584ddc2b89ca806fb2266507,4,1,2,6,IS21;new
NZ_LS998786.1,069e1540967a3fa0617b2e9aadee34c8,4,0,0,0,
NC_021278.1,069eb3ea6dd946dda334094a0a40a3ce,3,1,0,1,
NC_021501.1,06a173e293deb1451ca393814dd8fdf8,3,0,0,0,
NZ_CP069051.1,06a2298cda50d14fba5ecbcdccab285e,2,0,0,0,
NZ_CP014802.1,06a24f31593c2974dcd554c5e14db713,3,0,0,0,
NZ_CP129800.1,06a73ee477cc58ede654d3f55111000d,8,1,2,5,IS1;IS6
NZ_CP081793.1,06a859e58f6eaf95581f3639b8167683,1,0,0,0,
NZ_CP099261.1,06ab60fe582e7bc8ddf8bec17e34d39c,7,0,0,0,
NZ_AP025611.1,06acd943c7da122a32d27bc6dccde4c9,3,0,0,0,
NZ_LR883002.1,06ade6e43762b5e4388cd4a26131d0aa,2,1,0,1,
NZ_CP075038.1,06b07430fa8dc42f217fd182a6601ba4,2,0,0,0,
NZ_CP084918.1,06b1e91eca6c1a4ab8564ee8ad068e53,1,0,0,0,
NZ_CP109793.1,06b668266fa05fd51c40bac48534d807,5,0,0,0,
NZ_CP117824.1,06bae6fd5b0962fa187e0af4473a3697,1,0,0,0,
NZ_LR594677.1,06bd3668e046c3005aa29226b52bae75,3,1,2,2,IS3;IS91
NZ_CP038176.1,06c19cba045e29c61562760bbcccdb2a,1,1,1,4,IS6
NZ_LN832562.1,06c4bb78dd0682f3adecacc91033b585,5,1,1,2,IS5
NZ_CP026698.1,06cad420938946b9ad3c848cce0b0fba,2,1,1,2,IS66
NZ_CP029448.1,06cd9d503d6d680cb0ac46552561bbdd,4,1,1,2,IS5
NZ_CP054999.1,06daa318e8c9f1b8e869a6783216b5c8,3,1,1,3,IS6
NZ_CP009711.1,06de7ce1f7c424aee0b70925baab2cbc,2,0,0,0,
NZ_CP013001.1,06e48bd984470632fea5df3bdc19bd31,4,1,1,2,IS4
NZ_CP115387.1,06ee217fb30dd605ba2f283168a52029,3,1,2,5,IS1;IS6
NZ_CP129732.1,06ee62403b09a1853a61300b8eca4b31,4,0,0,0,
NZ_CP068207.1,06f399e732f74472608ac51002672950,2,0,0,0,
NZ_CP102895.1,06f5d0831323e3f10236d25e9b87ad19,5,0,0,0,
NZ_CP086501.1,06f6b575c3aeab24b8279f18b0a74c70,3,1,1,2,IS6
NZ_CP070542.1,06f828890c17ca79c94c585b518d3b81,1,0,0,0,
NZ_CP049718.1,06fcfd029793a60a7a61cbee05cd1348,2,0,0,0,
NZ_CP081110.1,06fe01b3ce0830745e9d0c19dfa00c29,2,1,1,3,IS3
NZ_CP132066.1,07035242cef2aa94d85b233200a4f287,4,0,0,0,
NZ_CP046274.1,070610eeb7a126a24f87d52025099f65,1,0,0,0,
NZ_CP028929.1,0707275c3554705b6764cc0dc346935d,7,1,1,3,IS6
NZ_CP028431.1,070744389a9a68e4981903757b8885b1,2,1,1,2,IS91
NC_009928.1,07112cd238e217bf7a589d2e9e85faaa,4,0,0,0,
NZ_LR890570.1,071b9961d12c1cd2e1bb9d521a5e1d53,2,0,0,0,
NZ_CP020546.1,071db1943fde078397b5bb9a3527a606,3,1,1,2,IS1
NZ_CP029182.1,0721707e5d05f0b4dc59d59d369c6caa,3,1,1,3,IS6
NZ_CP122829.1,07230b34c19e6d0cb67ad92fd97bae52,2,1,1,2,IS91
NZ_CP069289.1,07318ce25e67dae630a96c9a59817442,2,1,1,2,ISL3
NZ_CP104692.1,073d0ec4c4bf0eb84a74086eed66d72b,1,0,0,0,
NZ_CP115325.1,073d3ee0a22ad1e7fd778f27c2c99219,6,1,1,4,IS6
NZ_CP137509.1,073dec87398497d9d1fb7764b0886234,1,0,0,0,
NZ_LN774770.1,073e026c2a5bfdabd7eba4c8cd465dd5,2,0,0,0,
NZ_CP065832.1,07432619632dce4ab1c4127fe482da31,5,1,1,2,IS6
NZ_CP070615.1,074375871a6d56c3b4b09fe9bf88b994,1,1,1,2,IS21
NC_015059.1,0749e8d9a649f48c76934949517704b1,1,0,0,0,
NZ_CP068616.1,074dd4dde661a4e6b8a2c7e02ddced6c,5,0,0,0,
NZ_CP041111.1,075414b9a16dddb0ed2d311debab9e44,4,1,1,4,IS6
NZ_CP013765.1,075576f4a13a4f2ec9b62c7918eb5152,3,1,1,2,IS30
NZ_CP086481.1,0757191e62caa2325f8e1681af1a57f8,3,0,0,0,
NZ_CP043883.1,0762ad1dca3f8af113ae299062b36a8d,1,0,0,0,
NZ_CP061605.1,07637afcdffbd7520e0a5a23018c9819,3,0,0,0,
NZ_CP116737.1,0767fbc77bcd28b823c726079ca48e34,6,1,2,3,IS3;IS6
NZ_CP086836.1,07744945a47f7e5e45924eac83ce86f6,3,0,0,0,
NZ_CP051734.1,0777269ad18d434999cc8011f238e1b7,4,1,1,2,IS6
NZ_CP135667.1,077c7e6e7c0fd03c607053a94e84fa64,1,0,0,0,
NZ_CP053910.1,077db1710fbebabf2e27ec8949cb80dc,1,0,0,0,
NZ_CP024181.1,0780084fbee92bb2383c8683749b290c,3,0,0,0,
NC_012723.1,078641256f8f085014d82ebe55bfae25,7,1,2,2,IS5;IS66
NZ_CP088101.1,0789516c0a3a55bf0c168549bfb039a4,7,1,2,2,IS30;IS630
NZ_CP121140.1,078a1e23adc583181d3ece3039a6ffd8,6,1,1,5,IS6
NZ_CP088987.1,078e304adbfe69877b24e4be9e33fe65,6,1,1,3,IS5
NZ_CP079868.1,0790f227e12a584bbd35a0f39fbc8ee2,5,0,0,0,
NZ_CP140265.1,07960e84b952fa2a8ef6da9bd09eecec,2,1,1,2,IS1380
NZ_CP083867.1,079ac503047cca77ae8892d04239bc3c,5,1,1,4,IS6
NZ_CP129862.1,079e244cff40100ed53696d69f04390d,1,0,0,0,
NZ_CP116567.1,07a09064839038c5c13456774dda4a82,1,0,0,0,
NZ_CP048698.1,07a431764fa6e65be863ad3509dcccd7,3,1,1,2,IS6
NZ_CP036193.1,07aa03d1689885f53f94fd35c9547d95,5,0,0,0,
NZ_CP045204.1,07ab0a079e25ae33f3b8d00cc3d3feb0,2,0,0,0,
NZ_CP115779.1,07ab47fe0b585c3c6268c3af43fb96f4,1,0,0,0,
NZ_CP044485.1,07ae2ca45189150fb09d733cbb77168b,2,0,0,0,
NZ_CP048432.1,07b2831abbfc72214f6a01bf31bc1f02,1,0,0,0,
NC_023136.1,07b98c3b6e3d0f251344ddea8f32b725,6,0,0,0,
NZ_CP102088.1,07bb006c1d9d4109acbc56845a937d39,1,0,0,0,
NZ_CP065625.1,07bf09c956285cc8d255192832ad03f8,2,0,0,0,
NZ_CP043512.1,07c196dcf1484efb98e16d28780d3236,1,0,0,0,
NZ_CP013807.1,07c44bd2597c4473b865964112df13eb,6,1,2,8,IS5;IS6
NZ_CP033776.1,07c8d3ec1a63e7e0d4b4e3ef099a7eab,4,1,1,2,IS6
NZ_CP064238.1,07cb41e9aee7a04bed3ba3ddc5dffa3c,2,1,1,3,IS6
NZ_CP141332.1,07cb7ca241382ca312039b2c4f9b67ce,1,0,0,0,
NZ_CP060813.1,07d7c6459b32c9d19a9fe0f1ba0be26a,4,0,0,0,
NZ_CP031445.1,07d97fdeebf66620fa910898471bf680,1,0,0,0,
NZ_CP045014.1,07da453fc802c60a11bbef80d02f6a44,1,0,0,0,
NZ_CP138724.1,07dc67bf4ad3d8175a19f7aad4c22b58,5,1,1,4,IS6
NC_020567.1,07de34557021aea8c08abbfe837dea33,1,0,0,0,
NZ_CP008932.1,07dfc7e46d3dc423f22ad477e3c3cba6,2,1,1,2,IS1
NZ_CP038299.1,07dfde5030289e022346641da7d1405d,1,1,1,2,IS6
NZ_CP009989.1,07e86aa70f29c98bfa2b970c19ce03d7,2,0,0,0,
NZ_CP038264.1,07ebebf9895f89c810dec7bcbd89e763,1,0,0,0,
NZ_CP031404.1,07f2c3e0df1f0d96a858803591483116,1,0,0,0,
NZ_CP020811.1,07f4d78328f0abde52b0865b19fa5768,1,0,0,0,
NZ_CP058736.1,07f66417f698889febb2063053abe7a8,2,0,0,0,
NZ_CP078064.1,07fb7224158301a1bd524758a22972d6,2,0,0,0,
NZ_OW969881.1,0801651dff0792e7ea724c72415d97c9,1,0,0,0,
NZ_CP029895.1,08041fb35eea9af225feef41809b2e08,3,1,1,3,IS6
NZ_CP035092.1,080b5bf80a374f9cd2b371ef7f0f6602,1,0,0,0,
NZ_CP127852.1,080e540013078f92717fddcf8743f093,1,0,0,0,
NZ_OX460964.1,0811c0a64cb4c456796b34c697e352ef,2,0,0,0,
NZ_CP006570.1,081a2326315a26b637e52dd856b3c7b5,2,0,0,0,
NZ_CP066312.1,081a5de1b7763f65b67fcde317159931,2,0,0,0,
NZ_CP108566.1,08206e171a8b627dc9c95e11850259ff,5,1,3,2,IS3;IS5;IS701
NZ_CP097235.1,08283b03b5f9f3b43b2667f7b95966cb,4,1,1,2,IS6
NZ_CP061866.1,0829da393f58a9c3fc136b7d3e11c159,2,0,0,0,
NZ_AP022111.1,082a3e6cc51c313a32325f52d0ae1df1,6,1,2,11,IS256;IS30
NZ_LR135358.1,082bd47daf06511b9e67ac24fe78ca20,9,1,2,2,IS110;IS6
NZ_CP033799.1,0831424c33ac0131bb13408821e93a08,1,0,0,0,
NZ_CP109439.1,0832c674007bddd541f04f17a4756827,15,1,3,2,IS3;IS481;IS5
NZ_CP141219.1,0833a04ef29986fb1b6a55486b20bb2a,1,1,1,2,IS6
NZ_CP047610.1,0835b3df183c453f31130fb7ded86ebb,1,0,0,0,
NZ_CP032003.1,083f655617d913e8bc83730183f03f94,4,1,2,2,IS3;IS6
NZ_CP022268.1,08406cb3ac7cc2d76fda7d7bf8d9ebab,2,0,0,0,
NZ_CP022035.1,08456be10a3c97e1ad2da41d36dd2372,2,0,0,0,
NZ_CP038278.1,084d5898224b869acd95d4c5a826a69e,2,1,1,2,IS6
NZ_CP123220.1,08512c0a506ae47ba68badf1761bccab,3,1,1,2,IS5
NZ_CP129260.1,08554d4a92247a03ecaff003b7bcbf76,2,1,0,1,
NZ_CP098808.1,085c2834194b6d8f0838be3768783eca,2,0,0,0,
NZ_CP028958.1,0860f9e1d16df89e65732778db0a72a3,2,0,0,0,
NC_014031.1,086606d1223866ca358d690ecffced12,2,0,0,0,
NZ_AP022947.1,08692aac63e6aac391cb95eb5df5702d,2,0,0,0,
NZ_CP075551.1,086a08d71025f5d19dba0367036ab1fd,3,1,1,3,IS6
NZ_CP076047.1,086b28b46574b859d4a5a4f8226c8cd9,12,1,4,3,IS256;IS3;IS5;IS630
NZ_CP061819.1,086cd0c1183cd35d61d5a3d45930b4ce,2,1,2,2,IS256;IS6
NZ_AP024656.1,087112de641b5531baa5522bae234c59,2,1,1,2,IS3
NZ_CP143910.1,08712dcab606f7d0da5b15fdd5062214,2,1,1,2,IS6
NZ_CP011839.1,087249f91c0cab72bde512855419d8ac,4,1,1,3,IS6
NZ_CP083652.1,087280120e96ed8d0bdb8b2518aa6d87,1,1,0,1,
NZ_CP029279.1,0881937a781ec824391b49d06d094120,2,1,2,2,IS256;IS3
NZ_CP080527.1,08824ce5caeb0d785b86e23b946c808c,6,0,0,0,
NZ_CP046333.1,08832d259d2aa8edfd15902213dc62be,5,1,5,5,IS3;IS30;IS481;IS5;new
NZ_CP110970.1,0888c8c2501673d0283ae32d6709a9d4,1,1,1,4,IS6
NZ_CP124883.1,088ce53680c20290075eb9e3b99976a8,1,0,0,0,
NZ_CP086409.1,088e229a3546c2d178358e2d8796da35,5,1,1,2,IS6
NZ_CP084104.1,088ee7bd62b43bb7e93d8d7b402e2bf8,4,1,1,3,IS3
NZ_CP077873.1,0894266fc2a2215876ed97766251a74b,1,0,0,0,
NZ_CP076061.1,08967c1e77977354c031c437353625f1,4,0,0,0,
NZ_CP023494.1,0897dd4ae5ac4e163702b78afce1abe0,2,1,1,2,IS30
NZ_CP075463.1,089a50f04d41f9690b5af8755945bc94,5,1,1,4,IS6
