md5,representative_acc,n_accessions,all_accessions
03208708ac668e67a5a1ec9824326581,NZ_CP066632.1,1,NZ_CP066632.1
03267b35834cf734344db53ee0dd5cc7,NZ_CP083660.1,1,NZ_CP083660.1
0328f8cdeb7f7764381bd40a2700cec2,NZ_CP048562.1,1,NZ_CP048562.1
032a8282cb0f975d342a114776e1baaa,NZ_CP047704.1,1,NZ_CP047704.1
032bf3f021ea6df6de5348d5df6f9259,NZ_CP115344.1,1,NZ_CP115344.1
033390ae730abd1c2afd1ac42c3e2dd0,NZ_CP038420.1,1,NZ_CP038420.1
0334942a6067cea1df973372dac7061f,NZ_CP104023.1,1,NZ_CP104023.1
0334e8bbb4552b0aff8d287e42d97c65,NZ_CP045548.1,1,NZ_CP045548.1
03350fe6060b85a04dca4ce531314943,NZ_CP086817.1,1,NZ_CP086817.1
034001b5de98aebcac10e26482ccd5f2,NZ_CP066422.1,1,NZ_CP066422.1
03408a91fd1326161e1a6630c478012e,NZ_CP050182.1,1,NZ_CP050182.1
0344aab0d85da013a79bb0b57a5f4250,NZ_CP089318.1,1,NZ_CP089318.1
0346584dc897038f355631f4782cd8b0,NZ_CP096259.1,1,NZ_CP096259.1
034affc95ed7b93d427bb68f0c2d660b,NC_017792.1,1,NC_017792.1
034db5a9d9ccc8b17ef4fe8fd4f72d1a,NZ_CP084287.1,1,NZ_CP084287.1
034dfcde92881f83085951de71f905ee,NC_017266.1,1,NC_017266.1
0352f31f5c289e7b8bb4af0ecdd72371,NZ_CP047672.1,1,NZ_CP047672.1
0357d9cb231108af92adf366f36e8c7e,NZ_CP114037.1,1,NZ_CP114037.1
035a1d21b527b962f9c88c09bbc84a88,NZ_CP030830.1,1,NZ_CP030830.1
035b27c5d26208903e514ce815a51e11,NZ_LT992457.1,1,NZ_LT992457.1
035b35960e56610b96b3a179288302f3,NZ_CP124539.1,1,NZ_CP124539.1
035c6a5c93cc9623064487816a689a1e,NZ_CP135592.1,1,NZ_CP135592.1
035e193c2b148beb75cd8ad45d64f6b2,NZ_CP107428.1,5,NZ_CP107428.1;NZ_CP107443.1;NZ_CP107475.1;NZ_CP107490.1;NZ_CP107500.1
035f2cd34d9b1bb40cc936070c62621e,NZ_CP127179.1,1,NZ_CP127179.1
0361c8e941c6e483e028a1251089670d,NZ_CP014914.1,1,NZ_CP014914.1
03667df6964ac56554f885bc88af2140,NZ_CP097381.1,1,NZ_CP097381.1
036d5402466adb29fee4b618f0f4a75b,NZ_CP084952.1,1,NZ_CP084952.1
036d611f4e0396f2e5f60516aadbb62e,NZ_CP018693.1,1,NZ_CP018693.1
036d6d1f50931cb6f1262b3c83836889,NZ_CP021510.1,1,NZ_CP021510.1
036d9a98d42f3c11e0d05e22b932ee24,NZ_CP032323.1,1,NZ_CP032323.1
036f40e7105451fbdace87a0fab616e4,NZ_CP018248.1,1,NZ_CP018248.1
03713f200e02de6162e13836a8db6097,NZ_CP139029.1,1,NZ_CP139029.1
0374b3036b37d5ed837e0e61a33fc024,NZ_CP103973.1,1,NZ_CP103973.1
0377603a750d26ccdac57fd92d83ecca,NZ_CP051646.1,1,NZ_CP051646.1
037e0103c703f3e22dda8e4f2c347615,NZ_CP076236.1,1,NZ_CP076236.1
038153b0e761db02eab9c3464043d2a7,NZ_CP094261.1,1,NZ_CP094261.1
03824e95520c8cfe2657000c3bdb01c6,NZ_LR890271.1,1,NZ_LR890271.1
038588ce03b5326c2229798f56f5a028,NZ_CP046004.1,1,NZ_CP046004.1
038e155e52259eb566a71c65796dee0b,NZ_CP119129.1,1,NZ_CP119129.1
038f595ee3ae63dce57bf67d98d03ce1,NZ_CP095156.1,1,NZ_CP095156.1
039049514302314f56e39a03830a8184,NZ_CP051689.1,1,NZ_CP051689.1
03911384c8154c1dad89b75cd238dd7e,NZ_CP092115.1,1,NZ_CP092115.1
0391b8309addbd797bffc8dffeebbcef,NZ_CP124461.1,1,NZ_CP124461.1
03927a7ce202e4cb9b974262dfd6c480,NZ_CP047730.1,1,NZ_CP047730.1
0395d26c3cbd44d86b29d4ab5d5cbbc1,NZ_CP117223.1,1,NZ_CP117223.1
0399be6e3ef726fdfe016487da82b9d6,NZ_CP068185.1,1,NZ_CP068185.1
039baa95dd29dd0dacfec2c7a8cadbc3,NZ_CP053772.1,1,NZ_CP053772.1
039cdedf139bd15cf2629552dab6ea60,NZ_CP100524.1,3,NZ_CP100524.1;NZ_CP100528.1;NZ_CP100543.1
03a0b457a8f37684e34b044aa23b1cda,NZ_CP031175.1,1,NZ_CP031175.1
03a1137e45bf2a5c09fa27d3a4a23367,NZ_OY754840.1,1,NZ_OY754840.1
03a433223bd0b3b98042f89689beffad,NZ_CP045074.1,1,NZ_CP045074.1
03a5621778f7c14e11ba9887259498e4,NZ_LR740760.1,1,NZ_LR740760.1
03a6df9581b8e8f2d170c1a5859b711a,NZ_CP024250.1,1,NZ_CP024250.1
03a863157356b9564bfb62336b81f16d,NC_014533.1,1,NC_014533.1
03a9feb89efafa1501eb64f68d9d350b,NZ_CP069894.1,1,NZ_CP069894.1
03ab4ba1ac86263222524059cd0db868,NZ_CP070289.2,1,NZ_CP070289.2
03acc23a11c2de69fc22c50138cfc6d5,NZ_CP123223.1,1,NZ_CP123223.1
03ad2609cb1a0677b51ab4ec38f683bc,NZ_CP061834.1,1,NZ_CP061834.1
03af95339d660ebc3975fd9da67d9a64,NZ_CP070441.1,1,NZ_CP070441.1
03b03ef117da85b4b0bb090a0986fd45,NZ_CP017277.1,1,NZ_CP017277.1
03b3508b81b61ac5e615ec5b7435b5ce,NZ_CP045619.1,1,NZ_CP045619.1
03b3f8c110270120ea48fb3f42b4e50e,NZ_CP026771.1,1,NZ_CP026771.1
03b4818fe053c75d3611a6dba0448de2,NZ_CP044256.1,1,NZ_CP044256.1
03b821cd2cbfc48cc047d0bbf5b5e47a,NZ_CP123563.1,1,NZ_CP123563.1
03bb8c866f8712897ad922d754a0cee5,NZ_CP045750.1,1,NZ_CP045750.1
03bd98c580bea71aa02bb24610b493c8,NZ_CP096266.1,1,NZ_CP096266.1
03bf5c254be33de9c0fd6bd59a08a610,NZ_CP027645.1,1,NZ_CP027645.1
03bf8af39120e70db5a3c8ab7ec8cb4d,NZ_CP121004.1,1,NZ_CP121004.1
03c2df8fdc4f94bc2b1cfa9ee55f95c2,NZ_CP034085.1,1,NZ_CP034085.1
03c38bd13e6f4b72440288c349de4dcc,NZ_CP021364.1,1,NZ_CP021364.1
03d2a2d2da1934763ff6e61d78bcdd9e,NZ_CP013423.1,1,NZ_CP013423.1
03d30c9236fb149431a72487aa68653b,NZ_CP023419.1,1,NZ_CP023419.1
03d3e3562a129fb86d518fe5d01ccb9d,NZ_LR890617.1,1,NZ_LR890617.1
03d530bb7098a83eddfed0c83661a973,NZ_CP076489.1,1,NZ_CP076489.1
03d572c14e4f8927c6d6995a2e6b16f5,NZ_CP016892.1,1,NZ_CP016892.1
03dae3cafe878ec2a139c16e857b8343,NZ_HF677572.1,1,NZ_HF677572.1
03dc1c149829e831e9cc0a9fb4d0aa3a,NZ_CP009562.1,1,NZ_CP009562.1
03de2f9d280d4e3640fda7e930030352,NZ_CP142992.1,1,NZ_CP142992.1
03e3ed3057f5a8e07b7eca259fdc6627,NZ_CP103998.1,1,NZ_CP103998.1
03e4cba9c67c3eddc95f4eb64286e893,NZ_CP047006.1,1,NZ_CP047006.1
03e8803af977dfe187b75c38b1c4336a,NZ_CP090345.1,1,NZ_CP090345.1
03eb8c452a1486437b4a2ca4f25a77ee,NZ_CP116070.1,1,NZ_CP116070.1
03ec419316dfce643656287b5365ee6f,NZ_CP143324.1,1,NZ_CP143324.1
03eddc0821e7d9a921748b81ce404ffa,NZ_CP041278.1,1,NZ_CP041278.1
03ef6326935975310ee4a524fc5fc1a0,NZ_CP055583.1,1,NZ_CP055583.1
03f34723ed8657e3cf8dbcca6ad846a8,NZ_CP020951.1,1,NZ_CP020951.1
03f58e65fd47eb8380fe12a8e8c2ee05,NZ_CP080262.1,1,NZ_CP080262.1
03f7240dbb8bc048921bd1f897f57ede,NZ_CP076554.1,1,NZ_CP076554.1
03f7ffba01b8965ffdf9ef702c92689c,NZ_CP044044.1,1,NZ_CP044044.1
03f88a32373f476416bea03a42f1327c,NZ_CP085156.1,1,NZ_CP085156.1
03fed94d1898841e26eed11a93ab819a,NZ_CP092192.1,1,NZ_CP092192.1
040109bd0307de40aeefb83f0c61e214,NZ_AP027403.1,1,NZ_AP027403.1
0401b3577538d4b1fb12a1f13a3c3da9,NZ_LR594663.1,1,NZ_LR594663.1
0403bca964b31fb5d8f5951876e09f97,NZ_CP064131.1,1,NZ_CP064131.1
0405280abc773d8808094cb5cce27e45,NZ_CP083268.1,1,NZ_CP083268.1
04097ab15aafb56bb1689c73405066f2,NZ_CP095392.1,1,NZ_CP095392.1
040cf902b7fba237ef1fc5f960ff62d2,NZ_CP015365.1,1,NZ_CP015365.1
040de393044b9200a9267ac492b45f6b,NZ_CP019582.1,1,NZ_CP019582.1
040fa38fcdcb3a18179d68c68d57e36d,NZ_CP110612.1,1,NZ_CP110612.1
0410d338c352d48bcce82cbf7401f5df,NZ_CP006757.1,1,NZ_CP006757.1
04136d974198290327387fc1b2fe4a4c,NZ_CP110405.1,1,NZ_CP110405.1
041ae50dd3ded735f459101e002c8195,NZ_CP010232.1,1,NZ_CP010232.1
041b978cfcd69cb90cceea6bf442178e,NZ_CP110221.1,1,NZ_CP110221.1
041d4cd9aaddb44ffab62203c6a505bd,NZ_CP043196.1,1,NZ_CP043196.1
041d7dc7ea54cca778efb7064d9ce3bb,NZ_CP016623.1,2,NZ_CP016623.1;NZ_CP016917.1
041f792c649df51f523ad205fc4a0b00,NZ_CP035958.1,1,NZ_CP035958.1
041ffbdeddc7c009c9414bcc2016d343,NZ_CP020829.1,1,NZ_CP020829.1
04253cf98c0bf7bab6fea1f5b5d7883a,NZ_CP023408.1,1,NZ_CP023408.1
0426ad9629081330b9dec743b86d2534,NZ_CP027056.1,1,NZ_CP027056.1
042902ea0588c19dff87fcb014b966eb,NZ_CP087084.1,1,NZ_CP087084.1
042c0a36b86549b46515ccb48f38999b,NZ_CP027389.1,1,NZ_CP027389.1
042e236ab33b81730e1e376094ff0ab5,NZ_CP070151.1,1,NZ_CP070151.1
04321001fbe5dfd3c69b0a7b1c764c30,NZ_CP060447.1,1,NZ_CP060447.1
0432d2bebe23876cb50e3d6f595cd284,NZ_AP023191.1,1,NZ_AP023191.1
0434ee95013c3f74aca151a0d826bcfb,NZ_CP062767.1,1,NZ_CP062767.1
043e2ecc6218e8b84f2feff81df0fc73,NZ_CP021185.1,1,NZ_CP021185.1
04400b54b79706004401fb7d52ca20cc,NZ_CP020062.1,1,NZ_CP020062.1
04405db03da90655f4d3d920e95e1c94,NZ_CP036049.1,1,NZ_CP036049.1
044100525b0e613725450b9e416d7b28,NZ_CP064412.1,1,NZ_CP064412.1
0442dec8d6db5dacac4b2616bc9b3cc5,NZ_CP018116.1,1,NZ_CP018116.1
0446d8e5c3a9cffb96b0e2c590709cae,NZ_CP072589.1,1,NZ_CP072589.1
044973388f44dd2f266d07b6ed4f357a,NZ_CP098760.1,1,NZ_CP098760.1
044a16cd803594cd3b50bb1f6712c5b5,NZ_CP025009.1,1,NZ_CP025009.1
044a2719ce17733d680f2df981d5db0c,NZ_CP142406.1,1,NZ_CP142406.1
044b15521fce4ce0e0f96c4d73dda95c,NZ_CP085499.1,1,NZ_CP085499.1
044da614844cc71e156b9c2f12ec6650,NZ_CP082003.1,1,NZ_CP082003.1
044dc1efe51acfeb35338167990dadef,NC_019432.1,1,NC_019432.1
044e2dc109daff76f74c44093eba13f0,NC_011893.1,1,NC_011893.1
044f3e54a311426a830613b6512193c8,NZ_CP097708.1,1,NZ_CP097708.1
044ff34d3622b1357dff5eae74224729,NZ_CP054862.1,1,NZ_CP054862.1
0451f020e2e7fc1cf03529cd49a0f800,NZ_CP115814.1,1,NZ_CP115814.1
045208526ec65578138a9414963eb33d,NZ_CP046125.1,1,NZ_CP046125.1
0452bf393935475fcd2b6f55a1592635,NZ_CP040922.1,1,NZ_CP040922.1
04541a6b0a3aac0b7aac7b20c2764f1d,NZ_CP031319.1,1,NZ_CP031319.1
0454e9e1046beda8cca9367dfd187d35,NZ_CP123502.1,1,NZ_CP123502.1
045565f7615ed92e52de1243685cb8a1,NZ_CP065439.1,1,NZ_CP065439.1
04558a0bac3afff612c2e0e6f5cf1ff0,NZ_CP032091.1,1,NZ_CP032091.1
04559dd3543cc313d1e37f9177d192ac,NZ_CP127263.1,1,NZ_CP127263.1
0456562ae6a04ef13d812ce966c01ea1,NZ_CP083806.1,1,NZ_CP083806.1
04577b95103304c307bc2b0107ea9b42,NZ_CP039902.1,1,NZ_CP039902.1
045a500454abb44dd01fd08c6ffa9a00,NZ_CP073969.1,1,NZ_CP073969.1
04657be367ac86911e04cee66371adbe,NZ_CP140258.1,1,NZ_CP140258.1
04657c916e92d21f730bd4807b363a03,NZ_AP022199.1,1,NZ_AP022199.1
046ca19687edd696f89700d6c7058052,NZ_CP134722.1,1,NZ_CP134722.1
046da5af3c6c05d8fb0b4026e406b3f4,NZ_CP087067.1,1,NZ_CP087067.1
04721740094e6bd7a9ed0ceea5a965cf,NZ_CP016749.2,1,NZ_CP016749.2
04782fe421d2708d0bb2b59f8a5f1653,NZ_CP017832.1,1,NZ_CP017832.1
047860b692b7a5a9df6d7f456bc66868,NZ_CP138707.1,1,NZ_CP138707.1
047907ebc8e4e91f070dccf41bc0c23a,NZ_CP088279.1,1,NZ_CP088279.1
047a14555ccabf975baca92aabebfe8d,NZ_CP114185.1,1,NZ_CP114185.1
047b54ac67c9e4b7c6ec4b3342626a01,NZ_CP129827.1,1,NZ_CP129827.1
047ba15d9ae063a03434ecbe04b86b2c,NZ_CP045133.1,1,NZ_CP045133.1
047c1e905574e661e30fc7d286f6cff5,NZ_CP062872.1,1,NZ_CP062872.1
047d6c3f9943736560cef34a75ecbdb4,NZ_CP015744.1,1,NZ_CP015744.1
047faaa4714c95514fc88eef27216dc9,NZ_CP013057.1,1,NZ_CP013057.1
0480df50d928f1e433e287a598c66cac,NZ_CP014599.1,1,NZ_CP014599.1
048a97239d826a4140a5e1077c209bb8,NZ_CP048012.1,1,NZ_CP048012.1
048f810a614133fde0fb3dbf35371109,NZ_CP028595.1,1,NZ_CP028595.1
049561c380018d49fbf3e39cc8fc46b3,NZ_CP014002.1,1,NZ_CP014002.1
0497d9a37c02e6e93417afb5351249d5,NZ_CP049023.1,1,NZ_CP049023.1
04990d3d6b371caa387e065e6648d3f9,NZ_CP084796.1,1,NZ_CP084796.1
049aac0004a8813fb538685af2021484,NZ_CP104646.1,1,NZ_CP104646.1
049ea251cdaea469d433b723b9c713b6,NZ_CP017443.1,1,NZ_CP017443.1
04a690cc39a0140fb5782b1c813f8e5c,NZ_CP012049.1,1,NZ_CP012049.1
04aa508188bc05e0f0fca4c3256d0378,NZ_CP026236.1,1,NZ_CP026236.1
04aa9279fe6ef99e5d0f01dda35f8437,NZ_CP050780.1,1,NZ_CP050780.1
04abf27c2f96fc4111c0713bda0473f4,NZ_AP025197.1,1,NZ_AP025197.1
04af3744f03ae90b02e86edf209d1a18,NZ_CP122501.1,1,NZ_CP122501.1
04af990295ea374173a2475036fe0bab,NZ_CP083072.1,1,NZ_CP083072.1
04b138995a26f0a97d80b4cdcc2b8da6,NZ_CP024818.1,1,NZ_CP024818.1
04b15f07ce1c8ced58c7af0c3630cea8,NZ_CP027364.1,1,NZ_CP027364.1
04b2794f0fa846b7e3bdbbfa80467c92,NZ_AP023225.1,1,NZ_AP023225.1
04b3d008cb9f47295e017d7567b8a1fa,NZ_CP078039.1,1,NZ_CP078039.1
04b5e174b560f49d1d2a28b0255b62ef,NZ_AP024765.1,1,NZ_AP024765.1
04b9498055e8cfa16b1bb8fd165ce7a6,NZ_CP031163.1,1,NZ_CP031163.1
04c292fca7b01bcc37726f07cc4d17a0,NZ_CP096835.1,1,NZ_CP096835.1
04c2d52a6d8e0062f03bfdd11a907902,NZ_CP138825.1,1,NZ_CP138825.1
04c39bfdd103669da2a943c99502cf80,NZ_CP062994.1,1,NZ_CP062994.1
04c625d5be7e9cf08c0e15e8a20515bf,NZ_CP015111.1,1,NZ_CP015111.1
04c68507d73f3ec01903c926f54f0b5f,NZ_CP135659.1,1,NZ_CP135659.1
04c76b7e7a5ab81a338a883ee3a16de3,NZ_CP063015.1,1,NZ_CP063015.1
04c885f6116eb8be75af136d82a40211,NZ_CP044991.1,1,NZ_CP044991.1
04cd26f4b9d725a44689f3e9608ef5db,NZ_CP040994.1,1,NZ_CP040994.1
04d03f217a0d63cc62eb3b0d1f966fca,NZ_CP100088.1,1,NZ_CP100088.1
04d1056053dccc2249f5b69650b9156d,NZ_CP016459.1,1,NZ_CP016459.1
04d42151f2490fb996c13872e9c9fed7,NZ_CP091923.1,1,NZ_CP091923.1
04d4b9d776770f1bd4fb9448207a66f3,NZ_CP116160.1,1,NZ_CP116160.1
04d5e7342b83448362ec0264327e013e,NC_017020.1,1,NC_017020.1
04d9cc236530216782f16784b37e7f32,NZ_CP056337.1,1,NZ_CP056337.1
04dc13abb1e24f3d8b85d13d2f8f5d36,NZ_CP083052.1,1,NZ_CP083052.1
04de2f0ba006114ced01c73c89b0a7e5,NZ_AP022475.1,1,NZ_AP022475.1
04e1f5ef46eceecfbc70018ac457a8b7,NC_003131.1,1,NC_003131.1
04e36f415074551e76278a0a8e8f71ee,NZ_CP048645.1,1,NZ_CP048645.1
04e3ed3250e72d92b22d2590bd363ae7,NZ_CP064413.1,1,NZ_CP064413.1
04e47beab009d7b4002728fc11f68577,NZ_CP128161.1,1,NZ_CP128161.1
04e5b0cafa16290f565a6f09f2939ee4,NZ_CP116153.1,1,NZ_CP116153.1
04ecc39a989b7baa06583a3fb11b155c,NZ_CP026173.1,1,NZ_CP026173.1
04ecedba2f4ddf4b04eb42af5d71dc79,NZ_OX291725.1,1,NZ_OX291725.1
04ed84f0c14c3137cab7a58ad3a96b61,NZ_CP024940.1,1,NZ_CP024940.1
04eff4fff44941af2d744d1acacd02a6,NZ_CP127894.1,1,NZ_CP127894.1
04f7da172c9af5145381dd7ae562995d,NZ_CP082826.1,1,NZ_CP082826.1
04f879f46d8600eda63d1c2b4a0fffb8,NZ_CP060980.1,1,NZ_CP060980.1
04f9b01c28373fda121cf162dbacd19e,NZ_CP141802.1,1,NZ_CP141802.1
050310ceeac9e01788a3109ed81d839e,NZ_CP089006.1,1,NZ_CP089006.1
0505231a9e25f1a3b9d9cec71d1fead7,NZ_CP114517.1,1,NZ_CP114517.1
0505652bb68bde21f5001ac88be0ab29,NZ_CP041443.1,1,NZ_CP041443.1
05058dc747f28604c615e32f3f607475,NZ_AP022566.1,1,NZ_AP022566.1
050684904940380d9e0f31324a4c5814,NZ_CP075954.1,1,NZ_CP075954.1
0506e3b988c1e9b667b7547d2e4dfe7d,NZ_CP024151.1,1,NZ_CP024151.1
050d83bfcaa72d479642eb680cca96ea,NZ_CP015643.1,1,NZ_CP015643.1
051292338e0eb36346934a8f01d35bc7,NZ_CP101923.1,2,NZ_CP101923.1;NZ_CP137698.1
05130b641eb20bf32701cef6ecd5d06f,NZ_CP018958.1,1,NZ_CP018958.1
051608290166e3ea792a8ec64954166c,NZ_CP137392.1,1,NZ_CP137392.1
05173a29cc99eeca41d984ca8d29383d,NZ_CP046648.1,4,NZ_CP046648.1;NZ_CP048781.1;NZ_CP048803.1;NZ_CP053361.1
051ea16060d4e216168567c1b150015a,NZ_CP024792.1,1,NZ_CP024792.1
051ec310ff6f9fefaa2ff8e6b6ce58c4,NZ_CP003713.1,1,NZ_CP003713.1
051f7124247e98c2c5340b7e19db9cb8,NZ_CP134363.1,1,NZ_CP134363.1
05201d666f548ca65fddfa1cef3f1e8a,NZ_CP093174.1,1,NZ_CP093174.1
0524cb3927d3f1ee605902f8581b3a94,NZ_CP012007.1,1,NZ_CP012007.1
052951071ab534965db2b37151577b88,NZ_AP025868.1,1,NZ_AP025868.1
052bb6640cd32dbe60aa40c13562bc6a,NZ_AP018667.1,1,NZ_AP018667.1
052bfa352c9823299765f6316aaa7081,NZ_CP071506.1,1,NZ_CP071506.1
052f0ec4c540dc6879f5821adf8fad8b,NZ_CP120838.1,1,NZ_CP120838.1
05341453cdc0d788ae0e82e5f007d1ce,NZ_CP066823.1,1,NZ_CP066823.1
05349b49b474ac1a55b7e0c0b411b6a8,NZ_CP119539.1,1,NZ_CP119539.1
053a2a51a953245b80a37d34682c4a91,NZ_CP016471.1,1,NZ_CP016471.1
053e48354e153e84fd41485f5fc37592,NZ_CP072123.1,5,NZ_CP072123.1;NZ_CP072281.1;NZ_CP072291.1;NZ_CP072296.1;NZ_CP072301.1
0540c8a757bc5b559acddfa3703159a1,NZ_CP015259.1,1,NZ_CP015259.1
0542d0653a04376dbb45d41b9c216810,NZ_CP122761.1,1,NZ_CP122761.1
05463be90372351ee5d9be4a65c8d99b,NZ_CP075920.1,1,NZ_CP075920.1
054e142ec764c885bbd4c354f0ec1e50,NZ_CP024651.1,1,NZ_CP024651.1
054f77439ef7dcd316064637e5e7bc12,NZ_CP028225.1,1,NZ_CP028225.1
0551810e06547171fda333548cd57135,NZ_CP086871.1,1,NZ_CP086871.1
0557718595afba34233b529f58cd2010,NZ_CP056400.1,1,NZ_CP056400.1
055ff6966e50e8ebb53d13669f354a92,NC_015854.1,1,NC_015854.1
0560afc39bae1c1a4fd78b413d64ab12,NZ_AP018799.1,1,NZ_AP018799.1
056309bf60a702c9951a54cc55438981,NZ_CP022460.1,1,NZ_CP022460.1
0563d856b4ee8653eb4ac281450dd77e,NZ_CP061649.1,1,NZ_CP061649.1
05646c2ed8d9e06eb617b50cdf60307c,NZ_CP111050.1,1,NZ_CP111050.1
056b0c20d813f4b2da0d7dcde6ebad17,NZ_CP096743.1,1,NZ_CP096743.1
056cbceed77e992bd36ca71f61847668,NZ_CP095555.1,1,NZ_CP095555.1
056fe7e454c65085c9ee5fa9319c689a,NZ_OU015351.1,1,NZ_OU015351.1
05706275c76659a1055f97ec8b22a1f3,NZ_CP072540.1,1,NZ_CP072540.1
057240d72c56ad33279825ba93e5b665,NZ_CP121067.1,1,NZ_CP121067.1
0572a22219594da7d63e556945f3da74,NZ_CP108519.1,1,NZ_CP108519.1
057589840443471cb5514db5adc9c352,NZ_CP098156.1,1,NZ_CP098156.1
05760d600bea27ff9d568ef0ae02e157,NZ_CP043856.1,1,NZ_CP043856.1
057bac8b944a5f25b8dfeabd2605e983,NZ_CP014452.1,1,NZ_CP014452.1
057c6538e59d7b96901bd702aa66d942,NZ_CP090795.1,1,NZ_CP090795.1
057faf44daac42df6a117cf2cf5c605f,NZ_CP091584.1,1,NZ_CP091584.1
05813f3c0033085800b4789188ef8887,NZ_CP121657.1,1,NZ_CP121657.1
0582d17e9553b4b5bce21c9ac7ab67f1,NZ_CP074709.1,1,NZ_CP074709.1
058312b9af4bdf98d6ae4c5c1ffdfdbf,NZ_CP043363.1,1,NZ_CP043363.1
0583fb8ca1757199182741cc6269673a,NZ_CP135061.1,1,NZ_CP135061.1
058939ff0a0f90c4c032aefd016432bc,NZ_CP132064.1,1,NZ_CP132064.1
058fe4472a0879195c31d7a541f1d818,NZ_CP035842.1,1,NZ_CP035842.1
0590e07a69dc665e94420c47824f8be6,NZ_CP110984.1,1,NZ_CP110984.1
0591fe18048a08530a06661368c434ad,NZ_CP026408.1,1,NZ_CP026408.1
05920f90de691c445ca771fb16c0fbb3,NZ_CP065043.1,1,NZ_CP065043.1
059232029d06914d4a71b180e16e3a82,NZ_CP041094.1,1,NZ_CP041094.1
059398be92169e6ee278326334b1488c,NZ_CP086515.1,1,NZ_CP086515.1
0594961758af747d88b773c72118fc54,NZ_CP042423.1,1,NZ_CP042423.1
05973baeac371f0d456d191f9f6c727e,NZ_CP093497.1,1,NZ_CP093497.1
0598961f9441a7757c6289eae1aede54,NZ_CP032810.1,1,NZ_CP032810.1
059f3b8593bc9a3378af72c992622422,NZ_CP104454.1,1,NZ_CP104454.1
05a239a981a781e95337c5d2c8bc0df3,NZ_CP026141.1,1,NZ_CP026141.1
05a66f110a8008345633c6fbeaa82a8f,NZ_CP069902.1,1,NZ_CP069902.1
05a680e7fc90ef1d661c43bbb3ef140b,NZ_CP018720.1,1,NZ_CP018720.1
05a6c45372e6d9339edf095c73bbbec6,NZ_AP022246.1,1,NZ_AP022246.1
05a9720734e2c7af7277925e408a1f2f,NC_009228.1,1,NC_009228.1
05addd4755bebcc6e1780fcb2c5ba57b,NZ_CP110911.1,1,NZ_CP110911.1
05af4adcfd767fc5a4392b807b9f40e0,NZ_CP104299.1,1,NZ_CP104299.1
05b28478065a15f46354a078b7c094aa,NZ_CP039036.1,1,NZ_CP039036.1
05b697ce892dcd0afc02790a09a1bc69,NC_015665.1,1,NC_015665.1
05b707a2f8f23dcfe71edb83a8fc0bf6,NZ_CP069566.1,1,NZ_CP069566.1
05b8c6b22de29d5692f64f9e249ad47b,NZ_CP064370.1,1,NZ_CP064370.1
05bded9306bcc549314408cae34428f6,NZ_CP086769.1,1,NZ_CP086769.1
05bf4bc6b538821976b65bafd2b3d805,NZ_CP129749.1,1,NZ_CP129749.1
05c251f859fae7e9ab6ccf827f077b47,NZ_CP080227.1,1,NZ_CP080227.1
05c396427671b7e1f03188e7ccece680,NZ_CP061972.1,1,NZ_CP061972.1
05c5342c2d1b527a53a9b9aa6646840e,NZ_LR882494.1,1,NZ_LR882494.1
05c550cf7efda34069a7433c5d86e988,NZ_CP034693.1,1,NZ_CP034693.1
05c69bb412b20e49079c009db0dd9109,NZ_CP083634.1,1,NZ_CP083634.1
05c7cf44ff16ec9259ba2174dbec5f13,NZ_CP020032.1,1,NZ_CP020032.1
05c97af11b74cb2c6db4b60eddeff91e,NZ_CP031162.1,1,NZ_CP031162.1
05d0e10f0e99500453f2a363d87df0ff,NZ_CP010187.1,1,NZ_CP010187.1
05d66ee7ed779f4bd2cfddb4039800d0,NZ_CP137496.1,1,NZ_CP137496.1
05da16b08257aeb85117acf22688893e,NZ_CP144220.1,1,NZ_CP144220.1
05daa07b6b7ef34345d4707964d287f8,NZ_CP036306.1,1,NZ_CP036306.1
05db2b14b4682b4a83531d564b648a63,NZ_AP024923.1,1,NZ_AP024923.1
05dbc3d91757b45ac4936d4dfb2ec8e7,NZ_CP033758.1,1,NZ_CP033758.1
05e4626c57123b62ea60da711b63c6a7,NZ_CP014237.1,1,NZ_CP014237.1
05e5e191f4eeb7da32b4fa4c492c70e8,NZ_CP078141.1,1,NZ_CP078141.1
05ec973876fcdff1b5560561a3127c25,NZ_CP141094.1,1,NZ_CP141094.1
05ecca09d8018ea8ce3dc1dd93ba9e18,NZ_CP038279.1,1,NZ_CP038279.1
05ed12821c7ac568af70a5ea1d0c9072,NZ_CP016568.1,1,NZ_CP016568.1
05f04c3e6e23ec2b3b1199f2da4c5d84,NZ_CP068153.1,1,NZ_CP068153.1
05f837d128bd6a348cabe703ac25a59a,NZ_LR890752.1,1,NZ_LR890752.1
05fbfca299b9f199c0da4db09e15ee0a,NZ_CP098787.1,1,NZ_CP098787.1
05fda918466b54928b32cd3976cd45f4,NZ_CP067080.1,1,NZ_CP067080.1
05feb569e6b6ee76fb80440811647e6e,NZ_CP091915.1,1,NZ_CP091915.1
0600d5acb07943b562bd6c01759cd551,NZ_CP026049.1,1,NZ_CP026049.1
0601bd7df00b0380c2bea311bfff99c2,NZ_CP029209.1,1,NZ_CP029209.1
06069776d9e4c3aa96b85d2a11726a0f,NC_006529.1,1,NC_006529.1
06081eb19bd1884df6300df430ac7d4e,NZ_CP117859.1,1,NZ_CP117859.1
