accession,md5,locus_tag,product,regex_match,category,rohan_transposase_count
NZ_CP013960.1,15ea0e1c1a5ea74eb5d6a170d8c43037,ASL18_RS16050,IS6-like element IS257 family transposase,IS,other_transposase_or_IS,3
NZ_CP013960.1,15ea0e1c1a5ea74eb5d6a170d8c43037,ASL18_RS16640,DDE-type integrase/transposase/recombinase,transposase/recombinase,other_transposase_or_IS,3
NZ_CP013960.1,15ea0e1c1a5ea74eb5d6a170d8c43037,ASL18_RS16080,IS6-like element IS257 family transposase,IS,other_transposase_or_IS,3
NZ_CP086867.1,160dfe254cfc4249434216f1fdb965e3,LOE29_RS23075,Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP070495.1,162f884fcd8536b21818b532d04dca37,JWZ98_RS22865,DDE-type integrase/transposase/recombinase,transposase/recombinase,other_transposase_or_IS,1
NZ_CP071989.1,167aca9c2a75d896e67dfbde83c2c423,J4Z26_RS11650,IS6-like element IS257 family transposase,IS,other_transposase_or_IS,1
NZ_CP032319.1,1694e70fb894f6f2fd7afed74663d8df,D3Y59_RS17925,TraG family conjugative transposon ATPase,transposon,other_transposase_or_IS,4
NZ_CP032319.1,1694e70fb894f6f2fd7afed74663d8df,D3Y59_RS17950,conjugative transposon protein TraK,transposon,other_transposase_or_IS,4
NZ_CP032319.1,1694e70fb894f6f2fd7afed74663d8df,D3Y59_RS17955,conjugative transposon protein TraM,transposon,other_transposase_or_IS,4
NZ_CP032319.1,1694e70fb894f6f2fd7afed74663d8df,D3Y59_RS17960,conjugative transposon protein TraN,transposon,other_transposase_or_IS,4
NZ_CP028345.1,172fdc0adb21d0e69ddee57d72742876,C7Y67_RS26155,Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP019891.1,1782e51a0028f359ffdeea23cbec9dbe,B1023_RS25685,Tn3-like element Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP110051.1,17d4bb26f4c299ca66f289e2f424f8a1,OLM04_RS14730,Tn3 family transposase,Tn3,tn3_family_unit_transposon,3
NZ_CP016851.1,17f43a2487d6e01c1089baafb60b3d91,BFC21_RS26965,Tn3-like element TnAs1 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP016851.1,17f43a2487d6e01c1089baafb60b3d91,BFC21_RS26985,Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP064414.1,18014a36827e4c0a85cff468b0138743,IUH68_RS14460,IS256 family transposase,IS,other_transposase_or_IS,1
NZ_CP046715.1,182710b90eee2ff99a63b7a0cad5ec6b,GJB62_RS36340,DDE-type integrase/transposase/recombinase,transposase/recombinase,other_transposase_or_IS,1
NZ_CP020063.1,184651fbdbed481081ec7b57ced8ad45,AM364_RS27350,IS3-like element ISKpn38 family transposase,IS,other_transposase_or_IS,1
NZ_CP017933.1,189b30a30480b5d915cc71fe202f252e,AGF18_RS31140,Tn3-like element ISPa38 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_AP023325.1,18bbaec02843e41eeea1ceb8f5d41be8,SPKIRA_RS18705,Tn3 family transposase,Tn3,tn3_family_unit_transposon,3
NZ_AP023325.1,18bbaec02843e41eeea1ceb8f5d41be8,SPKIRA_RS18810,Tn3 family transposase,Tn3,tn3_family_unit_transposon,3
NZ_CP021271.1,18cef5cf663a904340eb65eff25461ec,CA940_RS15245,Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP041067.1,18d469ead7db6f997fb52406df5237fb,FJM50_RS28010,IS1634 family transposase N-terminal domain-related protein,IS,other_transposase_or_IS,1
NZ_CP041067.1,18d469ead7db6f997fb52406df5237fb,FJM50_RS28065,oxygen-insensitive NADPH nitroreductase,ins,unclear_likely_false_positive,1
NZ_CP071803.1,18f2cdcf46682bbc769f877771cdb150,YR821_RS17110,Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP027592.1,1999157c9c4925d4c0cd8a06bb736fdb,C7A05_RS29080,transposase,transposase,other_transposase_or_IS,3
NZ_CP027592.1,1999157c9c4925d4c0cd8a06bb736fdb,C7A05_RS29085,IS91 family transposase,IS,other_transposase_or_IS,3
NZ_CP027592.1,1999157c9c4925d4c0cd8a06bb736fdb,C7A05_RS29165,IS1 family transposase,IS,other_transposase_or_IS,3
NZ_CP110981.1,19a1a6edf406d863a0b64bdeacb17c0b,ORI33_RS24110,IS1 family transposase,IS,other_transposase_or_IS,1
NZ_CP110981.1,19a1a6edf406d863a0b64bdeacb17c0b,ORI33_RS23840,IS5 family transposase,IS,other_transposase_or_IS,1
NZ_CP110981.1,19a1a6edf406d863a0b64bdeacb17c0b,ORI33_RS23850,IS1 family transposase,IS,other_transposase_or_IS,1
NZ_CP051321.1,19a2d37db58844548f35fe5b1bb9009c,HFT84_RS23335,Tn3-like element Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP020845.1,19e1d78ea5208e542dac5dc3ef3673be,B8O09_RS30680,Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP013912.1,19e43b605ec1ffe562128fc84973ec09,AV904_RS12275,IS256-like element IS256 family transposase,IS,other_transposase_or_IS,1
NZ_CP023318.1,1a22d4ddcbecb15e616a52885b88a26c,CEQ83_RS25975,guided entry of tail-anchored proteins factor 1,ins,unclear_likely_false_positive,2
NZ_CP023318.1,1a22d4ddcbecb15e616a52885b88a26c,CEQ83_RS26305,Rpn family recombination-promoting nuclease/putative transposase,transposase,other_transposase_or_IS,2
NZ_CP023318.1,1a22d4ddcbecb15e616a52885b88a26c,CEQ83_RS26335,Rpn family recombination-promoting nuclease/putative transposase,transposase,other_transposase_or_IS,2
NZ_CP023318.1,1a22d4ddcbecb15e616a52885b88a26c,CEQ83_RS27840,IS6 family transposase,IS,other_transposase_or_IS,2
NZ_CP129903.1,1a3d33cdfbeb899644bfb44e41f50364,QYN14_RS27345,insoluble domain protein,ins,unclear_likely_false_positive,1
NZ_CP129903.1,1a3d33cdfbeb899644bfb44e41f50364,QYN14_RS27385,Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP129903.1,1a3d33cdfbeb899644bfb44e41f50364,QYN14_RS27420,transposase,transposase,other_transposase_or_IS,1
NZ_CP129903.1,1a3d33cdfbeb899644bfb44e41f50364,QYN14_RS27440,IS256 family transposase,IS,other_transposase_or_IS,1
NZ_CP066593.1,1ac5835b96f399684e5991ed1fd6e1bb,JCQ02_RS14935,ISL3-like element IS1251 family transposase,IS,other_transposase_or_IS,2
NZ_CP066593.1,1ac5835b96f399684e5991ed1fd6e1bb,JCQ02_RS15110,IS110 family RNA-guided transposase,IS,other_transposase_or_IS,2
NZ_CP011283.1,1afc563c40380e1ae07ad49bf46141dc,XM37_RS14545,ISL3-like element ISEfa11 family transposase,IS,other_transposase_or_IS,1
NZ_CP036069.1,1b027e86b54b7e4349dc7bc2bc7d9683,EXW39_RS29725,insecticidal delta-endotoxin domain-containing protein,ins,unclear_likely_false_positive,1
NZ_CP090088.1,1b9ff78891b6b6ba916e9a1a5d5d9f7f,LW858_RS33660,insecticidal delta-endotoxin domain-containing protein,ins,unclear_likely_false_positive,1
NZ_CP123514.1,1bbb330f1611a1c57e14d2066e7f0141,QE210_RS21440,Rpn family recombination-promoting nuclease/putative transposase,transposase,other_transposase_or_IS,1
NC_014818.1,1c0abbbd3fbb4f8bc5851f6b7524b63f,ASTEX_RS18030,IS1380 family transposase,IS,other_transposase_or_IS,1
NZ_OW970457.1,1c5c2a96ff9b16c2ecf7391efc39e80c,LQV13_RS27505,Tn3-like element Tn5403 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_OY725750.1,1c6e48ef88f7bc14bd461e8b4d99effb,UNS60_RS03810,TraG family conjugative transposon ATPase,transposon,other_transposase_or_IS,6
NZ_OY725750.1,1c6e48ef88f7bc14bd461e8b4d99effb,UNS60_RS03825,conjugative transposon protein TraJ,transposon,other_transposase_or_IS,6
NZ_OY725750.1,1c6e48ef88f7bc14bd461e8b4d99effb,UNS60_RS03830,conjugative transposon protein TraK,transposon,other_transposase_or_IS,6
NZ_OY725750.1,1c6e48ef88f7bc14bd461e8b4d99effb,UNS60_RS03835,TraL conjugative transposon family protein,transposon,other_transposase_or_IS,6
NZ_OY725750.1,1c6e48ef88f7bc14bd461e8b4d99effb,UNS60_RS03840,conjugative transposon protein TraM,transposon,other_transposase_or_IS,6
NZ_OY725750.1,1c6e48ef88f7bc14bd461e8b4d99effb,UNS60_RS03845,conjugative transposon protein TraN,transposon,other_transposase_or_IS,6
NZ_CP020840.1,1c9471ad779eb050d80be49b890307b3,B9G35_RS29970,Tn3-like element Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_AP024743.1,1d2bb1fd278b8f1189eade4580e68513,OCX51_RS14270,IS1182 family transposase,IS,other_transposase_or_IS,1
NZ_AP024743.1,1d2bb1fd278b8f1189eade4580e68513,OCX51_RS14350,IS6-like element IS257 family transposase,IS,other_transposase_or_IS,1
NZ_CP019052.1,1db33a1a13614baf4ea1dad2fb7b3ddb,BVL39_RS25605,IS1380-like element ISEcp1 family transposase,IS,other_transposase_or_IS,1
NZ_CP015534.1,1ddb9a4f23ebe3ce608084765eda125d,A2I67_RS13135,IS6-like element IS257 family transposase,IS,other_transposase_or_IS,1
NZ_CP015534.1,1ddb9a4f23ebe3ce608084765eda125d,A2I67_RS13210,DDE-type integrase/transposase/recombinase,transposase/recombinase,other_transposase_or_IS,1
NZ_CP020846.1,1e2ae7c5112185e90fa361f641a27410,B8O09_RS30710,Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP077222.1,1e5376599593047841830589e55452f4,I6L47_RS21805,transposase,transposase,other_transposase_or_IS,1
NZ_CP077222.1,1e5376599593047841830589e55452f4,I6L47_RS21830,Tn3-like element TnAs1 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP137433.1,1eb5aa9f920776e1d4eb7474a57a4715,R5O55_RS00715,Tn3-like element IS3000 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP094530.1,1eb5eac27d6f63afc8d090fba846a128,MTP08_RS14275,TraG family conjugative transposon ATPase,transposon,other_transposase_or_IS,4
NZ_CP094530.1,1eb5eac27d6f63afc8d090fba846a128,MTP08_RS14295,conjugative transposon protein TraM,transposon,other_transposase_or_IS,4
NZ_CP094530.1,1eb5eac27d6f63afc8d090fba846a128,MTP08_RS14375,IS91 family transposase,IS,other_transposase_or_IS,4
NZ_CP094530.1,1eb5eac27d6f63afc8d090fba846a128,MTP08_RS14405,IS91 family transposase,IS,other_transposase_or_IS,4
NZ_CP094530.1,1eb5eac27d6f63afc8d090fba846a128,MTP08_RS14795,IS982 family transposase,IS,other_transposase_or_IS,4
NZ_CP142902.1,1ee51749d96ff539b9bc3f9a858beac6,VYI55_RS29020,Tn3-like element Tn3 family transposase,Tn3,tn3_family_unit_transposon,2
NZ_CP142902.1,1ee51749d96ff539b9bc3f9a858beac6,VYI55_RS29040,IS6-like element IS26 family transposase,IS,other_transposase_or_IS,2
NZ_CP031151.1,1f38d9958ebdc4ef648f0053fb67eda4,DU500_RS17140,RNA-guided endonuclease InsQ/TnpB family protein,Ins,other_transposase_or_IS,1
NZ_CP024106.1,1fead87ae529e458a955d6e3645fd871,CG481_RS24120,TnsD family Tn7-like transposition protein,Tn7,other_transposase_or_IS,2
NZ_CP024106.1,1fead87ae529e458a955d6e3645fd871,CG481_RS22340,Tn7-like element transposition protein TnsE,Tn7,other_transposase_or_IS,2
NZ_CP024106.1,1fead87ae529e458a955d6e3645fd871,CG481_RS22735,heteromeric transposase endonuclease subunit TnsA,transposase,other_transposase_or_IS,2
NZ_LR890551.1,20180b8d16d08b56a1f21311cd2a2394,JMX11_RS28355,Tn3-like element Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP109777.1,202111ef8979a8b65203580ee92fa1f1,OHN14_RS25590,transposase,transposase,other_transposase_or_IS,1
NZ_CP109777.1,202111ef8979a8b65203580ee92fa1f1,OHN14_RS25605,IS91 family transposase,IS,other_transposase_or_IS,1
NZ_CP129828.1,204241a0c6d9d8dbba0f3c3d7cf56c88,QYQ88_RS30305,Tn3-like element Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP074544.1,204d89fdfae2d2fd499e78aefc8c5547,KHV99_RS29170,Tn3-like element Tn3 family transposase,Tn3,tn3_family_unit_transposon,2
NZ_CP074544.1,204d89fdfae2d2fd499e78aefc8c5547,KHV99_RS29190,IS6-like element IS26 family transposase,IS,other_transposase_or_IS,2
NZ_CP084839.1,2076d913dff5a8c99288b296243bf8d6,LGM16_RS29075,Tn3-like element Tn5403 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP086936.1,20957abe853f2633849ac8f7eb4601b8,LOE16_RS22435,Tn3 family transposase,Tn3,tn3_family_unit_transposon,2
NZ_AP019699.1,209754ae057eb2a0487de96b9125e593,SAP2_RS12730,IS6-like element IS257 family transposase,IS,other_transposase_or_IS,2
NZ_AP019699.1,209754ae057eb2a0487de96b9125e593,SAP2_RS12755,IS6-like element IS257 family transposase,IS,other_transposase_or_IS,2
NZ_AP019699.1,209754ae057eb2a0487de96b9125e593,SAP2_RS12760,IS6 family transposase,IS,other_transposase_or_IS,2
NC_017533.1,20a926376b43aaf1ebf78c91b0392d33,PAJ_RS21805,Rpn family recombination-promoting nuclease/putative transposase,transposase,other_transposase_or_IS,1
NC_017533.1,20a926376b43aaf1ebf78c91b0392d33,PAJ_RS22840,IS30 family transposase,IS,other_transposase_or_IS,1
NZ_CP050038.1,21314a6349e4519470111ddeb061362d,G9P49_RS22760,IS1 family transposase,IS,other_transposase_or_IS,1
NZ_CP079676.1,21e8dc5833acc4ef7bdae3c9a229ff13,KW562_RS26710,lipoprotein insertase outer membrane protein LolB,ins,unclear_likely_false_positive,1
NZ_CP045276.1,2201660f535a5cf64036c32701452531,FDZ14_RS35435,DDE-type integrase/transposase/recombinase,transposase/recombinase,other_transposase_or_IS,2
NZ_CP045276.1,2201660f535a5cf64036c32701452531,FDZ14_RS35450,IS3 family transposase,IS,other_transposase_or_IS,2
NZ_CP045276.1,2201660f535a5cf64036c32701452531,FDZ14_RS35820,guided entry of tail-anchored proteins factor 1,ins,unclear_likely_false_positive,2
NZ_CP045276.1,2201660f535a5cf64036c32701452531,FDZ14_RS36545,IS3 family transposase,IS,other_transposase_or_IS,2
NZ_CP064327.1,2258e618682dde9127f4c6e99f70bcb6,IUD19_RS11135,RNA-guided endonuclease InsQ/TnpB family protein,Ins,other_transposase_or_IS,1
NZ_CP015326.1,22ba544c0919ed95af8e05b7d4396e48,BEH_RS25575,Rpn family recombination-promoting nuclease/putative transposase,transposase,other_transposase_or_IS,1
NZ_CP092665.1,235a63ac7adf66b642833b04cc82113c,FH587_RS00010,IS110-like element ISLin1 family transposase,IS,other_transposase_or_IS,3
NZ_CP092665.1,235a63ac7adf66b642833b04cc82113c,FH587_RS00015,IS110-like element ISLin1 family transposase,IS,other_transposase_or_IS,3
NZ_CP092665.1,235a63ac7adf66b642833b04cc82113c,FH587_RS23520,transposase,transposase,other_transposase_or_IS,3
NZ_CP092665.1,235a63ac7adf66b642833b04cc82113c,FH587_RS00165,transposase,transposase,other_transposase_or_IS,3
NZ_CP092665.1,235a63ac7adf66b642833b04cc82113c,FH587_RS00355,transposase,transposase,other_transposase_or_IS,3
NZ_CP092665.1,235a63ac7adf66b642833b04cc82113c,FH587_RS00465,transposase,transposase,other_transposase_or_IS,3
NZ_CP086917.1,23b0ea1af8e58eb024b20564259bb74e,LOE18_RS24275,Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP079876.1,23c9f169b15b784a3d747ed5eef4412b,KXD98_RS28295,Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NC_011994.1,243a2780282c37c4d41500153bf23a33,ARAD_RS34135,Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP085436.1,244c9bdc9dfdc7ef56ddc42431c1ca05,LIT34_RS30075,guided entry of tail-anchored proteins factor 1,ins,unclear_likely_false_positive,1
NZ_CP050190.1,249530ed58e008e8f4da76f5fa1238ca,G9457_RS24195,Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP021945.1,24c69fc6216d71b05d9b1f3ea6086af3,AM399_RS26835,Tn3-like element IS3000 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP049092.1,24f8c4462a2085256db70db3495fa1eb,RES7_RS11425,IS6 family transposase,IS,other_transposase_or_IS,1
NZ_CP049092.1,24f8c4462a2085256db70db3495fa1eb,RES7_RS12120,IS6 family transposase,IS,other_transposase_or_IS,1
NZ_CP041407.1,24fc17128127af974187cbea63355b88,FM071_RS10550,transposase,transposase,other_transposase_or_IS,1
NZ_CP081909.1,250555c40ccd13b2cb09270bf8b15dda,K6V28_RS00140,conjugative transposon protein TraM,transposon,other_transposase_or_IS,2
NZ_CP081909.1,250555c40ccd13b2cb09270bf8b15dda,K6V28_RS00145,conjugative transposon protein TraN,transposon,other_transposase_or_IS,2
NZ_CP069402.1,253c755491480acb1eeae49450769d53,ICR95_RS27665,IS110 family RNA-guided transposase,IS,other_transposase_or_IS,3
NZ_CP069402.1,253c755491480acb1eeae49450769d53,ICR95_RS27675,Tn3 family transposase,Tn3,tn3_family_unit_transposon,3
NZ_CP069402.1,253c755491480acb1eeae49450769d53,ICR95_RS27830,Tn3 family transposase,Tn3,tn3_family_unit_transposon,3
NZ_CP120168.1,2599440bdc3e006af29acd9107d132b9,P3U02_RS14060,IS6 family transposase,IS,other_transposase_or_IS,1
NZ_CP093462.1,262f30dbc3ba5e6531356ca96c42e4fa,MO416_RS28070,IS1-like element IS1X2 family transposase,IS,other_transposase_or_IS,1
NZ_CP093462.1,262f30dbc3ba5e6531356ca96c42e4fa,MO416_RS28045,IS1-like element IS1X2 family transposase,IS,other_transposase_or_IS,1
NZ_CP086773.1,26ea9ae729378b8ccbc71370679498e8,LOE41_RS24555,ISKra4 family transposase,IS,other_transposase_or_IS,1
NZ_CP086773.1,26ea9ae729378b8ccbc71370679498e8,LOE41_RS24575,Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP132373.1,27106e4c0d638e85e603aacfadf5ee44,RAM33_RS13765,IS6-like element IS257 family transposase,IS,other_transposase_or_IS,2
NZ_CP132373.1,27106e4c0d638e85e603aacfadf5ee44,RAM33_RS13775,IS6-like element IS257 family transposase,IS,other_transposase_or_IS,2
NZ_CP132373.1,27106e4c0d638e85e603aacfadf5ee44,RAM33_RS13795,IS6 family transposase,IS,other_transposase_or_IS,2
NZ_CP132319.1,279034ded73ff931721c5c90592cb8ed,Q9314_RS28270,Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP037915.1,2793b0d917b2e16fbda00274c8c2a037,E2E30_RS19965,Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP021147.1,27fdc120d64823db754c4d995cf9b1ea,CAY59_RS27610,Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP133366.1,28917dae35b1656f2aaa0c43a55bb06d,RCI28_RS30215,ISNCY family transposase,IS,other_transposase_or_IS,2
NZ_CP133366.1,28917dae35b1656f2aaa0c43a55bb06d,RCI28_RS30315,Tn3 family transposase,Tn3,tn3_family_unit_transposon,2
NZ_CP100749.1,28cdc4b2ba75b9dd52125bba475cf9fc,NL707_RS23130,IS1 family transposase,IS,other_transposase_or_IS,1
NC_017919.1,28d6a40514a335a8fec8f088836b1640,MWE_RS07980,IS607-like element IS607 family transposase,IS,other_transposase_or_IS,2
NC_017919.1,28d6a40514a335a8fec8f088836b1640,MWE_RS07985,RNA-guided endonuclease InsQ/TnpB family protein,Ins,other_transposase_or_IS,2
NZ_AP021976.1,290216c7de9dae3a7add5e5c7a7fd002,H7R56_RS27390,Tn3-like element Tn5403 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP056646.1,2924e4fc91255673c6d89642b34450cb,HV139_RS25110,Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NC_017077.1,294aa11d09de1db35e9fd6e7e766477c,SELR_RS15580,Rpn family recombination-promoting nuclease/putative transposase,transposase,other_transposase_or_IS,2
NC_017077.1,294aa11d09de1db35e9fd6e7e766477c,SELR_RS15610,Rpn family recombination-promoting nuclease/putative transposase,transposase,other_transposase_or_IS,2
NZ_OW970418.1,2950138833d90ae278e3fc989e826e48,LQV26_RS27540,Tn3-like element Tn5403 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP126331.1,2955b3fbd71701f0660b007859f5be27,QN090_RS23280,IS1 family transposase,IS,other_transposase_or_IS,2
NZ_CP126331.1,2955b3fbd71701f0660b007859f5be27,QN090_RS23450,IS1 family transposase,IS,other_transposase_or_IS,2
NZ_CP124064.1,29603ba42684fff2457dd8184624f855,QIA20_RS00235,transposase,transposase,other_transposase_or_IS,1
NZ_OY725917.1,297136ee8be9466e689f0f5120ec23dc,UHF62_RS08480,Rpn family recombination-promoting nuclease/putative transposase,transposase,other_transposase_or_IS,1
NZ_CP116927.1,29f982868bc74e8514a510996bf703c7,NL421_RS00090,transposase,transposase,other_transposase_or_IS,1
NZ_CP116927.1,29f982868bc74e8514a510996bf703c7,NL421_RS00105,IS91 family transposase,IS,other_transposase_or_IS,1
NZ_AP025779.1,2a0ce621a95a16fb2a878f9a11106ad0,NGJ89_RS24465,IS6-like element IS6100 family transposase,IS,other_transposase_or_IS,1
NZ_LR130560.1,2a15ce9c8f19e6dc5a5e88bc855f5e76,EW040_RS27350,IS1 family transposase,IS,other_transposase_or_IS,1
NZ_CP025679.1,2a6426bdd70378eabb75799414cff41a,C0R48_RS26575,IS30-like element ISApl1 family transposase,IS,other_transposase_or_IS,1
NZ_CP031400.1,2a7f4801f95bbaf95ee43960d6f70ba2,BbuMM1_RS07050,RNA-guided endonuclease TnpB family protein,Tnp,other_transposase_or_IS,1
NZ_CP031400.1,2a7f4801f95bbaf95ee43960d6f70ba2,BbuMM1_RS07105,RNA-guided endonuclease TnpB family protein,Tnp,other_transposase_or_IS,1
NZ_CP034068.1,2a8b82bbadf48ca8736820a361eefc0e,EGX92_RS25315,IS91 family transposase,IS,other_transposase_or_IS,1
NZ_CP034068.1,2a8b82bbadf48ca8736820a361eefc0e,EGX92_RS25365,transposase,transposase,other_transposase_or_IS,1
NZ_OY725801.1,2a8fcdda7516039c69399347e6c190fa,UNS60_RS18900,membrane protein insertion efficiency factor YidD,insertion,other_transposase_or_IS,1
NZ_CP010647.1,2acd2eeb4c5c5dae87dab2c11e80eb79,PhaeoP36_RS19490,Tn3 family transposase,Tn3,tn3_family_unit_transposon,2
NZ_CP010647.1,2acd2eeb4c5c5dae87dab2c11e80eb79,PhaeoP36_RS19535,Tn3 family transposase,Tn3,tn3_family_unit_transposon,2
NZ_LR882965.1,2af481e774c77f1041b50ccc00832ed6,NMG84_RS21950,transposase,transposase,other_transposase_or_IS,1
NZ_LR882965.1,2af481e774c77f1041b50ccc00832ed6,NMG84_RS21970,IS1634 family transposase,IS,other_transposase_or_IS,1
NZ_LR882965.1,2af481e774c77f1041b50ccc00832ed6,NMG84_RS22010,Rpn family recombination-promoting nuclease/putative transposase,transposase,other_transposase_or_IS,1
NZ_CP136814.1,2b5b9c15adebb461693ac455c2976095,R1157_RS22415,Tn3-like element TnAs1 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP050991.1,2c022ac4d98436e812acbfc4a447594a,FOB43_RS00150,REP-associated tyrosine transposase,transposase,other_transposase_or_IS,1
