accession,rohan_transposase_count,isescan_is_copies,isescan_complete,isescan_partial
NZ_CP124899.1,1,2,0,2
NZ_CP114502.1,9,5,1,4
NZ_CP024115.1,4,0,0,0
NZ_CP103665.1,23,21,17,4
NZ_CP103666.1,19,22,18,4
NZ_CP103667.1,12,14,12,2
NZ_CP007214.1,9,9,6,3
NZ_CP034788.1,21,20,16,4
NZ_CP034789.1,22,34,26,8
NZ_OY754835.1,6,11,10,1
NZ_OY754836.1,3,4,3,1
NZ_OY754837.1,5,11,7,4
NZ_CP061512.1,22,23,15,8
NZ_CP043261.1,6,15,5,10
NZ_CP043260.1,2,2,2,0
NZ_CP043259.1,2,1,1,0
NZ_CP045917.1,9,5,3,2
NZ_CP035963.1,21,25,20,5
NZ_CP035964.1,20,25,21,4
NZ_CP082054.1,9,10,10,0
NC_004319.1,2,2,2,0
NC_004320.1,5,6,5,1
NZ_CP029974.1,3,3,2,1
NZ_CP029975.1,7,7,5,2
NZ_CP029977.1,1,0,0,0
NZ_CP029978.1,17,21,10,11
NZ_CP014367.1,3,5,3,2
NZ_CP015597.1,3,3,3,0
NZ_AP024787.1,2,0,0,0
NZ_AP024786.1,24,17,10,7
NZ_AP024785.1,9,9,7,2
NZ_CP060675.1,12,10,9,1
NZ_CP104041.1,4,4,4,0
NZ_CP104042.1,4,8,3,5
NZ_CP104043.1,2,2,2,0
NZ_CP046413.1,3,10,5,5
NZ_CP046414.1,4,3,2,1
NZ_CP065541.1,10,12,6,6
NZ_CP065542.1,3,2,2,0
NZ_CP065543.1,2,0,0,0
NZ_CP030718.1,26,24,21,3
NZ_CP030719.1,12,16,10,6
NZ_CP030720.1,13,10,6,4
NZ_CP016309.1,5,6,4,2
NZ_CP014695.1,1,1,1,0
NC_006297.1,4,1,1,0
NZ_CP096329.1,4,2,0,2
NZ_CP046312.1,1,1,0,1
NZ_CP093406.1,26,28,20,8
NZ_CP041978.1,9,9,6,3
NZ_CP075126.1,5,8,4,4
NZ_CP081092.1,1,1,1,0
NZ_CP081093.1,1,2,1,1
NZ_CP081094.1,14,9,7,2
NZ_CP081096.1,1,1,0,1
NZ_CP081097.1,3,3,3,0
NZ_CP049078.2,1,3,1,2
NZ_CP049079.2,28,34,15,19
NZ_CP057230.1,15,17,5,12
NZ_CP040573.1,6,8,6,2
NZ_CP130147.1,26,27,17,10
NZ_CP130148.1,10,11,7,4
NZ_CP130149.1,18,19,13,6
NZ_CP130150.1,1,3,1,2
NZ_CP048591.1,1,6,2,4
NZ_CP042586.1,14,22,13,9
NZ_CP042587.1,21,20,17,3
NZ_CP099958.1,3,10,8,2
NZ_CP018741.1,13,13,10,3
NZ_CP018742.1,3,4,4,0
NC_017541.1,13,22,13,9
NZ_CP102892.1,5,5,4,1
NZ_CP043188.1,2,3,2,1
NZ_CP028952.1,58,60,40,20
NZ_CP026369.1,16,12,6,6
NZ_CP026370.1,16,15,10,5
NZ_CP026371.1,13,12,10,2
NZ_CP012657.1,3,10,6,4
NZ_CP012655.1,7,5,5,0
NZ_CP012651.1,12,12,7,5
NZ_CP012652.1,8,9,8,1
NZ_CP012659.1,10,5,3,2
NZ_CP076280.1,23,29,11,18
NZ_CP076281.1,4,2,1,1
NZ_CP130113.1,16,13,8,5
NZ_CP038375.1,7,11,4,7
NZ_CP140294.1,9,11,7,4
NZ_CP140295.1,23,27,18,9
NZ_CP032991.1,4,4,3,1
NZ_CP032990.1,4,3,2,1
NZ_CP051319.1,13,10,9,1
NZ_CP051318.1,7,6,4,2
NZ_CP028608.1,2,8,1,7
NZ_CP059296.1,14,21,14,7
NZ_CP133206.1,16,28,15,13
NZ_CP133207.1,5,7,5,2
NZ_CP133208.1,6,8,6,2
NZ_CP064792.1,7,12,5,7
NZ_CP048368.1,11,14,10,4
NZ_CP025801.1,2,1,1,0
NZ_CP126344.1,23,22,17,5
NZ_CP093227.1,19,18,12,6
NZ_CP093228.1,2,1,1,0
NZ_CP093229.1,6,2,2,0
NZ_CP093230.1,5,4,3,1
NZ_CP125368.1,4,6,4,2
NC_018222.1,1,1,1,0
NC_018223.1,2,2,0,2
NZ_CP063770.1,10,17,9,8
NZ_CP118159.1,6,9,6,3
NZ_CP118160.1,11,15,12,3
NZ_CP010977.1,1,1,0,1
NZ_CP017949.1,5,8,1,7
NZ_OX460340.1,8,15,9,6
NZ_CP096365.1,14,19,12,7
NZ_CP092398.1,32,33,20,13
NZ_CP092397.1,8,10,8,2
NZ_CP064705.1,29,24,19,5
NZ_CP064706.1,34,58,20,38
NZ_CP009773.1,15,12,3,9
NZ_CP009774.1,4,3,1,2
NZ_CP093381.1,26,32,21,11
NZ_CP093383.1,2,2,0,2
NZ_CP093382.1,2,4,1,3
NZ_CP020340.1,4,6,5,1
NZ_CP020341.1,1,3,2,1
NZ_CP039577.1,10,17,10,7
NZ_CP073634.1,1,3,0,3
NZ_CP007124.1,3,4,3,1
NZ_CP007125.1,10,7,2,5
NZ_CP094303.1,4,10,7,3
NZ_CP067236.1,12,14,13,1
NZ_CP067238.1,3,5,5,0
NZ_CP136836.1,1,1,0,1
NZ_CP135650.1,14,9,8,1
NZ_CP135651.1,5,5,3,2
NZ_CP122677.1,5,12,3,9
NZ_CP122678.1,2,1,0,1
NZ_CP142994.1,13,19,10,9
NZ_CP086440.1,11,8,7,1
NZ_CP086441.1,14,18,13,5
NZ_CP086442.1,12,15,10,5
NZ_CP086443.1,4,4,4,0
NZ_CP068594.1,11,15,14,1
NZ_CP068592.1,22,25,19,6
NZ_CP068593.1,12,16,10,6
NZ_CP117309.1,1,1,1,0
NZ_CP021951.1,13,17,8,9
NZ_CP021952.1,19,19,13,6
NZ_CP021953.1,10,12,8,4
NC_009837.1,17,20,12,8
NC_009838.1,16,9,9,0
NZ_CP058941.1,16,23,12,11
NZ_CP058942.1,12,9,7,2
NZ_CP058943.1,5,11,4,7
NZ_CP058945.1,4,4,3,1
NZ_CP124323.1,16,18,13,5
NZ_CP047657.1,7,5,2,3
NZ_CP087684.1,1,1,1,0
NZ_CP065771.1,29,29,23,6
NZ_CP065772.1,8,9,8,1
NC_015165.1,3,0,0,0
NZ_CP058527.1,9,12,5,7
NZ_CP058528.1,1,1,1,0
NZ_CP073061.1,7,13,10,3
NZ_CP033321.1,6,14,5,9
NZ_CP033323.1,2,1,0,1
NZ_CP062365.1,1,1,0,1
NZ_CP038887.1,53,60,33,27
NZ_CP038888.1,17,14,10,4
NZ_CP038889.1,10,12,6,6
NZ_CP038890.1,2,3,1,2
NZ_CP050949.1,2,2,1,1
NZ_CP050950.1,3,1,0,1
NZ_CP040714.1,3,4,3,1
NZ_CP040713.1,1,7,5,2
NZ_CP040712.1,15,26,12,14
NZ_CP141802.1,16,13,11,2
NZ_CP050089.1,14,29,12,17
NZ_CP050090.1,20,33,21,12
NZ_CP050087.1,2,3,2,1
NZ_CP050088.1,2,2,1,1
NZ_CP050086.1,11,16,4,12
NZ_CP078141.1,5,9,4,5
NZ_CP078140.1,10,14,7,7
NZ_CP132313.1,3,6,2,4
NZ_CP026749.2,13,10,5,5
NZ_HG530136.1,2,0,0,0
NZ_CP058228.1,21,22,20,2
NZ_CP058230.1,1,2,1,1
NZ_OX637962.1,19,21,14,7
NZ_OX637963.1,9,6,5,1
NZ_CP050174.1,22,26,15,11
NZ_CP044484.1,19,23,8,15
NZ_CP044485.1,5,7,2,5
NZ_CP044486.1,1,0,0,0
NZ_CP044487.1,2,2,2,0
NZ_CP019653.1,5,5,5,0
NZ_CP083829.1,4,3,3,0
NZ_CP117621.1,13,22,10,12
NZ_CP117622.1,9,6,1,5
NZ_CP117623.1,1,0,0,0
NZ_CP117624.1,2,0,0,0
NZ_CP117625.1,1,0,0,0
NZ_CP053924.1,2,3,2,1
NZ_LR890344.1,24,39,28,11
NZ_LR890345.1,4,4,4,0
NZ_CP123661.1,11,13,7,6
NZ_CP123662.1,4,10,6,4
NZ_LR135294.1,36,38,22,16
NZ_LR135295.1,6,5,5,0
NZ_LR135296.1,2,1,1,0
NZ_CP060123.1,15,19,8,11
NZ_CP060126.1,1,0,0,0
NZ_CP060125.1,7,8,5,3
NZ_CP060127.1,3,4,3,1
NZ_CP060128.1,2,0,0,0
NZ_CP060129.1,1,1,1,0
NZ_CP139747.1,3,5,2,3
NZ_CP096343.1,14,10,10,0
NZ_CP096344.1,4,4,4,0
NZ_CP096345.1,6,5,1,4
NZ_CP060947.1,1,1,0,1
NZ_CP060948.1,5,5,5,0
NZ_CP060949.1,6,5,5,0
NZ_CP092794.1,22,30,17,13
NZ_CP092795.1,11,12,9,3
NZ_CP092796.1,7,7,6,1
NZ_CP025587.1,6,5,0,5
NZ_CP025588.1,6,7,4,3
NZ_CP029871.1,9,15,6,9
NZ_CP124456.1,18,22,18,4
NZ_CP016160.1,2,7,3,4
NZ_CP086300.1,2,3,1,2
NZ_CP129260.1,9,14,4,10
NZ_CP132981.1,4,2,2,0
NZ_CP132984.1,12,20,10,10
NZ_CP132982.1,29,33,20,13
NZ_CP068070.1,1,0,0,0
NZ_CP006747.1,6,11,2,9
NZ_CP006746.1,8,9,6,3
NZ_CP110612.1,1,1,0,1
NZ_CP119410.1,3,3,2,1
NZ_CP025426.1,32,45,32,13
NZ_CP025427.1,19,15,13,2
NZ_CP045334.1,11,4,2,2
NZ_CP045335.1,1,6,1,5
NZ_CP064206.1,15,19,10,9
NZ_CP069283.1,3,4,2,2
NZ_CP069285.1,11,13,8,5
NZ_CP069287.1,5,4,3,1
NZ_CP062737.1,8,8,5,3
NZ_CP089967.1,13,13,8,5
NZ_CP089968.1,7,10,5,5
NZ_CP089969.1,5,9,8,1
NZ_CP089970.1,8,7,6,1
NZ_CP065529.1,19,35,29,6
NZ_CP065528.1,3,2,2,0
NZ_CP039077.1,3,7,1,6
NZ_CP039078.1,64,82,55,27
NZ_CP039079.1,16,13,11,2
NZ_CP039080.1,10,11,9,2
NZ_CP033224.2,14,16,9,7
NZ_CP076478.1,41,49,37,12
NZ_CP076479.1,1,1,1,0
NZ_CP076480.1,3,1,1,0
NZ_CP076481.1,7,8,4,4
NZ_CP093069.1,8,8,5,3
NZ_CP093070.1,6,13,4,9
NZ_CP075592.1,12,15,12,3
NZ_CP075593.1,9,12,4,8
NZ_CP028967.1,2,1,1,0
NZ_CP028969.1,3,3,2,1
NZ_CP028966.1,2,1,0,1
NZ_CP028970.1,12,23,8,15
NZ_CP028971.1,4,0,0,0
NZ_CP028972.1,1,0,0,0
NZ_CP028973.1,1,1,1,0
NZ_CP078043.1,18,19,13,6
NZ_CP078044.1,1,1,1,0
NZ_CP071213.1,6,5,4,1
NZ_CP116917.1,1,2,2,0
NZ_CP053897.1,13,12,8,4
NZ_CP033734.1,3,4,3,1
NZ_CP039566.1,3,3,2,1
NZ_CP066623.1,33,41,28,13
NZ_CP066624.1,2,0,0,0
NZ_CP066625.1,8,9,7,2
NZ_CP029588.1,19,24,16,8
NZ_CP048224.1,17,22,9,13
NZ_AP022253.1,4,4,3,1
NZ_CP081959.1,6,6,2,4
NZ_CP081960.1,7,4,4,0
NZ_LT604075.1,9,5,2,3
NZ_CP130922.1,2,2,2,0
NZ_CP123037.1,16,19,15,4
NZ_CP083722.1,20,24,15,9
NZ_AP025154.1,1,1,0,1
NZ_CP027127.1,5,4,1,3
NZ_CP027125.1,3,2,2,0
NZ_CP085700.1,2,2,0,2
NZ_CP080151.1,9,15,11,4
NZ_CP080150.1,5,7,4,3
NZ_CP024584.1,24,15,9,6
NZ_CP024582.1,24,27,17,10
NZ_CP024583.1,31,33,20,13
NZ_CP024587.1,9,16,7,9
NZ_CP024586.1,9,9,3,6
NZ_CP031572.1,1,1,0,1
NZ_CP031573.1,10,9,6,3
NZ_CP057659.1,4,3,0,3
NZ_CP117710.1,1,1,0,1
NZ_LT985193.1,3,3,3,0
NZ_LT985194.1,15,14,3,11
NZ_LT985195.1,4,7,1,6
NZ_LR135259.1,20,27,18,9
NZ_LR135260.1,7,5,3,2
NZ_LR135261.1,2,1,0,1
NZ_CP130670.1,16,21,15,6
NZ_CP130669.1,2,1,1,0
NZ_CP130668.1,10,10,8,2
NZ_CP137748.1,4,3,3,0
NZ_CP137747.1,20,20,18,2
NZ_CP137750.1,1,1,1,0
NZ_CP103865.1,2,9,1,8
NZ_CP143884.1,4,5,2,3
NZ_CP143883.1,5,4,2,2
NZ_CP104837.1,2,3,2,1
NZ_CP104838.1,31,24,15,9
NZ_CP104839.1,1,2,2,0
NZ_CP104841.1,37,38,33,5
NZ_CP104842.1,16,10,6,4
NZ_CP045629.1,7,7,0,7
NZ_CP045630.1,11,10,7,3
NZ_AP025678.1,1,1,0,1
NZ_CP014942.1,12,11,6,5
NZ_CP070567.1,1,1,1,0
NZ_CP070565.1,22,12,10,2
NZ_CP021653.1,66,74,65,9
NZ_CP010990.1,40,49,32,17
NZ_CP010991.1,3,3,1,2
NZ_CP040835.1,20,21,19,2
NZ_CP040834.1,21,23,19,4
NZ_CP137502.1,1,0,0,0
NZ_CP033146.1,5,3,2,1
NZ_CP033147.1,3,1,1,0
NZ_CP100692.1,1,0,0,0
NZ_AP017382.1,3,6,0,6
NZ_AP017383.1,9,10,2,8
NZ_AP017384.1,1,1,0,1
NC_014918.1,1,1,1,0
NZ_CP043200.1,1,1,0,1
NZ_CP054924.1,1,1,0,1
NZ_CP048432.1,3,6,4,2
NZ_CP083583.1,76,84,48,36
NZ_CP083584.1,4,1,0,1
NZ_CP013937.1,3,3,1,2
NZ_CP065098.1,26,23,19,4
NZ_CP086725.1,20,34,21,13
NZ_CP126033.1,22,47,24,23
NZ_CP006922.1,8,5,2,3
NZ_CP006919.1,6,3,1,2
NC_016113.1,12,9,9,0
NZ_CP099908.1,6,7,5,2
NZ_CP099909.1,2,3,1,2
NZ_CP103545.1,15,19,11,8
NZ_CP103546.1,5,4,0,4
NZ_LS992181.1,10,24,6,18
NZ_LS992182.1,17,13,9,4
NZ_CP014253.1,2,2,2,0
NZ_CP014254.1,8,7,6,1
NZ_CP137130.1,3,2,2,0
NZ_CP137127.1,4,3,0,3
NZ_CP137129.1,5,5,5,0
NZ_JAGFUR010000002.1,2,2,2,0
NZ_CP035032.1,9,10,7,3
NZ_CP035027.1,6,12,10,2
NZ_CP035028.1,9,7,3,4
NZ_CP035029.1,6,7,6,1
NZ_CP035030.1,6,4,2,2
NZ_CP117015.1,1,2,2,0
NZ_CP047353.1,10,10,6,4
NZ_CP090344.1,17,21,12,9
NZ_CP090345.1,11,12,9,3
NZ_CP090346.1,7,9,6,3
NZ_CP076735.1,9,17,8,9
NZ_LN832562.1,16,18,11,7
NZ_CP040645.1,4,4,3,1
NZ_CP129707.1,11,10,7,3
NZ_CP129708.1,7,10,8,2
NZ_CP129706.1,9,8,8,0
NZ_CP026329.1,29,45,21,24
NZ_CP026330.1,4,12,3,9
NZ_CP094874.1,1,0,0,0
NZ_CP075133.1,1,4,1,3
NZ_CP066250.1,21,28,16,12
NZ_CP066251.1,11,12,9,3
NZ_CP066252.1,7,9,6,3
NZ_CP022661.1,7,15,6,9
NZ_CP022662.1,6,13,6,7
NZ_CP122728.1,7,7,2,5
NZ_CP122732.1,9,9,4,5
NZ_CP062888.1,25,29,12,17
NZ_CP062887.1,8,8,5,3
NZ_CP062884.1,6,2,2,0
NZ_CP141068.1,6,7,5,2
NZ_CP141069.1,19,25,16,9
NZ_CP141070.1,14,14,12,2
NC_017575.1,27,28,15,13
NZ_CP142017.1,2,2,0,2
NZ_CP008842.1,13,21,11,10
NZ_CP008843.1,24,25,17,8
NZ_CP008844.1,1,1,1,0
NZ_CP082046.1,10,12,4,8
NZ_CP077851.1,1,1,1,0
NZ_CP115891.1,19,15,15,0
NZ_CP115892.1,6,9,7,2
NZ_CP115893.1,8,8,7,1
NZ_CP123964.1,10,23,16,7
NZ_CP123965.1,9,19,7,12
NZ_CP117513.1,10,11,9,2
NZ_CP117512.1,9,12,11,1
NC_018141.1,4,3,2,1
NZ_CP040258.1,13,13,10,3
NZ_CP030335.1,9,5,4,1
NZ_CP030339.1,3,3,3,0
NZ_CP091757.1,29,32,20,12
NZ_CP091758.1,6,7,3,4
NZ_CP049152.1,2,2,1,1
NZ_CP127858.1,4,7,4,3
NZ_CP127859.1,1,3,0,3
NZ_CP127860.1,7,6,3,3
NZ_CP085984.1,16,29,12,17
NZ_CP085985.1,5,3,2,1
NZ_CP016600.1,3,3,2,1
NZ_CP016601.1,1,0,0,0
NZ_CP056467.1,4,4,3,1
NZ_CP015383.1,18,25,17,8
NZ_CP015384.1,2,0,0,0
NZ_CP104587.1,18,14,11,3
NZ_CP099584.1,27,19,14,5
NZ_CP099585.1,7,8,6,2
NZ_CP099586.1,21,20,15,5
NZ_CP119987.1,21,33,16,17
NC_017483.1,1,1,1,0
NC_017487.1,4,4,2,2
NC_017484.1,2,1,1,0
NZ_CP064335.1,1,0,0,0
NZ_CP046568.1,1,1,1,0
NZ_CP046569.1,5,4,1,3
NZ_CP133352.1,11,7,6,1
NZ_CP133353.1,1,3,2,1
NZ_CP042572.1,1,2,2,0
NZ_CP042573.1,2,2,2,0
NZ_CP042574.1,5,5,4,1
NZ_CP096597.1,3,2,1,1
NC_014495.1,9,7,6,1
NZ_CP124064.1,1,0,0,0
NC_003277.2,4,3,2,1
NZ_CP082899.1,6,6,5,1
NZ_CP082900.1,4,5,5,0
NZ_CP070247.1,4,6,1,5
NZ_CP044337.1,10,10,7,3
NZ_CP049749.1,2,2,1,1
NZ_CP020934.1,12,17,13,4
NZ_CP020936.1,5,4,4,0
NZ_CP083067.1,21,23,17,6
NZ_CP083068.1,4,4,4,0
NZ_CP083069.1,8,7,5,2
NZ_CP072587.1,39,55,39,16
NZ_CP072588.1,14,13,11,2
NZ_CP072589.1,11,9,8,1
NZ_CP021958.1,18,24,17,7
NZ_CP021959.1,4,4,3,1
NZ_CP021961.1,17,23,11,12
NZ_CP021962.1,5,5,4,1
NZ_CP116529.1,25,24,21,3
NZ_CP116530.1,7,7,6,1
NZ_CP116531.1,4,4,4,0
NZ_CP110282.1,4,13,7,6
NZ_CP040855.1,6,6,3,3
NZ_CP040856.1,3,3,3,0
NZ_CP124820.1,14,16,5,11
NZ_CP124821.1,1,0,0,0
NZ_CP124823.1,1,1,1,0
NZ_CP124822.1,4,4,4,0
NZ_CP059841.1,6,14,6,8
NZ_CP070038.1,23,18,13,5
NZ_CP070039.1,16,17,9,8
NZ_CP122323.1,9,21,13,8
NZ_CP122321.1,2,2,2,0
NZ_CP122322.1,2,2,1,1
NZ_CP122324.1,1,0,0,0
NZ_CP097727.1,17,18,6,12
NZ_CP097728.1,8,6,2,4
NZ_CP026940.2,12,17,8,9
NZ_CP026941.2,5,7,4,3
NZ_CP031985.1,5,5,3,2
NZ_CP047040.1,1,1,0,1
NZ_CP047041.1,1,3,2,1
NZ_CP047042.1,1,0,0,0
NZ_CP047039.1,2,4,1,3
NZ_CP134637.1,8,10,10,0
NZ_CP066344.1,7,4,4,0
NZ_CP066345.1,2,1,1,0
NZ_CP066347.1,5,4,3,1
NZ_CP059053.1,3,3,2,1
NZ_CP059054.1,2,0,0,0
NZ_CP019209.1,44,47,34,13
NZ_CP019210.1,13,11,8,3
NZ_CP122519.1,1,1,0,1
NZ_CP122518.1,10,15,7,8
NZ_CP122520.1,7,7,4,3
NZ_CP026137.1,22,20,18,2
NZ_CP026138.1,1,1,1,0
NZ_CP026139.1,4,4,4,0
NZ_CP108024.1,25,35,16,19
NZ_CP110783.1,4,7,3,4
NZ_CP051308.1,15,11,10,1
NZ_CP066020.1,12,27,9,18
NC_017468.1,2,2,0,2
NZ_AP022887.1,3,1,1,0
NZ_AP022888.1,5,7,5,2
NZ_CP026785.1,22,62,23,39
NZ_CP123612.1,9,11,7,4
NZ_AP020327.1,7,5,5,0
NZ_AP020328.1,1,2,0,2
NZ_CP071241.1,6,5,4,1
NZ_CP026506.1,9,8,7,1
NZ_CP026507.1,10,10,7,3
NZ_CP026508.1,5,5,5,0
NZ_CP026509.1,2,2,2,0
NZ_CP026510.1,2,1,1,0
NZ_CP118575.1,115,89,47,42
NZ_CP022775.1,2,12,2,10
NZ_CP144365.1,18,25,12,13
NZ_CP144366.1,22,21,19,2
NZ_CP039843.1,1,0,0,0
NZ_CP039842.1,6,5,3,2
NZ_CP039839.1,1,0,0,0
NZ_CP103746.1,14,18,11,7
NZ_CP103747.1,13,10,6,4
NZ_CP103748.1,5,4,4,0
NZ_AP023316.1,8,9,9,0
NZ_CP090433.1,20,29,17,12
NZ_CP090434.1,12,12,9,3
NZ_CP090435.1,7,7,5,2
NZ_CP026796.1,49,74,49,25
NZ_CP026732.1,9,22,9,13
NZ_CP026733.1,12,24,14,10
NC_017495.1,2,3,2,1
NC_017493.1,4,9,8,1
NC_017496.1,12,14,11,3
NZ_CP055327.1,23,23,17,6
NZ_CP055326.1,28,31,25,6
NZ_CP055328.1,11,12,12,0
NZ_CP090134.1,38,35,24,11
NZ_CP090135.1,5,3,3,0
NZ_CP055064.1,35,32,23,9
NZ_CP055065.1,9,11,8,3
NZ_CP087619.1,20,22,16,6
NZ_CP087620.1,2,1,0,1
NZ_CP087621.1,13,14,11,3
NZ_CP030243.1,2,0,0,0
NZ_LR882935.1,7,6,3,3
NZ_LR882936.1,1,0,0,0
NZ_LR882937.1,3,3,2,1
NZ_CP094748.1,1,6,3,3
NZ_CP043642.1,1,1,0,1
NZ_CP117961.1,12,12,8,4
NZ_CP038429.1,2,6,3,3
NZ_CP139361.1,23,24,16,8
NZ_CP139362.1,3,2,2,0
NZ_CP106651.1,15,11,7,4
NZ_CP073622.1,11,13,7,6
NZ_CP073623.1,8,9,7,2
NC_009426.1,1,1,1,0
NZ_LN906635.1,3,3,2,1
NZ_CP065079.1,13,13,8,5
NZ_CP095395.1,19,17,9,8
NZ_CP095396.1,10,10,4,6
NZ_CP087052.1,1,1,0,1
NZ_CP087053.1,4,4,2,2
NZ_CP087054.1,12,14,11,3
NZ_CP087055.1,1,1,1,0
NZ_CP087056.1,29,25,12,13
NZ_CP087058.1,1,0,0,0
NZ_CP070460.1,19,14,9,5
NZ_CP018246.1,7,9,7,2
NZ_CP048420.1,3,2,0,2
NZ_CP048421.1,1,3,0,3
NZ_AP022849.1,3,2,2,0
NZ_CP016585.1,2,2,0,2
NZ_CP061599.1,9,8,6,2
NZ_CP061600.1,5,10,7,3
NZ_CP061601.1,1,1,0,1
NZ_CP015960.1,3,3,1,2
NZ_CP014411.1,3,5,3,2
NZ_CP024308.1,6,6,3,3
NZ_CP024309.1,16,19,9,10
NZ_CP024310.1,6,9,4,5
NZ_CP139215.1,12,14,10,4
NZ_CP071262.1,4,4,4,0
NZ_CP082352.1,10,25,13,12
NZ_CP082353.1,1,3,3,0
NZ_CP029123.1,13,10,10,0
NZ_CP098515.1,5,8,1,7
NZ_CP098516.1,5,5,2,3
NZ_CP098517.1,2,2,2,0
NZ_CP102461.1,1,1,1,0
NZ_CP116296.1,10,6,3,3
NZ_CP095156.1,28,24,20,4
NZ_CP008958.1,2,6,3,3
NZ_CP117807.1,1,2,0,2
NZ_AP027300.1,12,11,8,3
NZ_AP027301.1,11,18,17,1
NZ_CP024546.1,3,4,4,0
NZ_CP024547.1,5,3,3,0
NZ_CP056342.1,33,29,26,3
NZ_CP056343.1,4,3,3,0
NZ_CP056344.1,6,6,3,3
NZ_CP056345.1,1,4,3,1
NZ_CP027583.1,15,18,5,13
NZ_CP097634.1,6,10,6,4
NZ_CP023051.1,9,8,7,1
NZ_CP076836.1,1,0,0,0
NZ_CP134889.1,2,4,1,3
NZ_CP134884.1,7,7,5,2
NZ_CP134887.1,1,2,0,2
NZ_CP081962.1,1,4,2,2
NZ_CP086600.1,8,5,4,1
NZ_CP086601.1,1,1,1,0
NZ_CP086602.1,1,1,0,1
NZ_CP086603.1,1,1,1,0
NZ_CP069454.1,10,12,4,8
NZ_CP069455.1,6,6,5,1
NZ_CP047532.1,7,6,6,0
NZ_CP025402.1,12,11,8,3
NZ_CP025403.1,11,13,8,5
NZ_CP055001.1,16,23,13,10
NZ_CP095265.1,11,12,9,3
NZ_CP095266.1,6,8,5,3
NZ_CP023027.1,1,1,0,1
NZ_CP023028.1,5,3,3,0
NZ_CP065610.1,14,10,5,5
NZ_CP065612.1,42,81,48,33
NZ_CP104485.1,12,18,13,5
NZ_CP104486.1,1,1,1,0
NC_018683.1,20,31,18,13
NC_018701.1,13,13,5,8
NC_018682.1,5,6,1,5
NZ_CP035908.1,7,9,8,1
NZ_CP035907.1,12,16,7,9
NZ_CP035910.1,1,1,1,0
NZ_CP035906.1,12,28,20,8
NZ_CP058950.1,15,17,12,5
NZ_CP058949.1,11,15,10,5
NZ_CP076342.1,4,7,4,3
NZ_CP076341.1,6,8,5,3
NZ_CP121568.1,1,1,1,0
NZ_LR135489.1,42,42,36,6
NZ_LR135490.1,4,3,2,1
NZ_LR135491.1,8,6,5,1
NZ_LR135492.1,4,2,2,0
NZ_CP102417.1,1,0,0,0
NZ_CP041631.1,6,8,5,3
NZ_CP041630.1,1,1,1,0
NZ_CP041629.1,11,16,10,6
NZ_CP121309.1,19,17,8,9
NZ_CP121310.1,16,15,9,6
NZ_CP124472.1,11,13,7,6
NZ_CP124473.1,2,0,0,0
NZ_CP124474.1,5,2,1,1
NZ_CP135672.1,15,17,12,5
NZ_CP135673.1,4,3,1,2
NZ_CP135674.1,5,4,3,1
NZ_CP128178.1,14,13,8,5
NZ_CP128179.1,8,8,5,3
NZ_CP128176.1,9,9,8,1
NZ_CP128177.1,4,2,2,0
NZ_CP128174.1,6,3,3,0
NZ_CP128175.1,1,1,1,0
NZ_CP038289.1,9,10,5,5
NZ_CP038288.1,1,1,1,0
NZ_CP015212.1,10,13,4,9
NZ_CP015213.1,2,4,1,3
NZ_CP015214.1,1,3,2,1
NZ_CP015215.1,1,1,1,0
NZ_CP066352.1,85,86,54,32
NZ_CP066353.1,56,72,40,32
NZ_CP066354.1,32,35,18,17
NZ_CP033246.1,7,9,7,2
NZ_CP067062.1,3,4,4,0
NZ_CP067061.1,12,16,8,8
NZ_CP006263.1,16,14,5,9
NZ_CP006264.1,1,1,1,0
NZ_CP074025.1,12,12,8,4
NZ_CP048434.1,1,1,0,1
NZ_CP107028.1,10,5,4,1
NZ_CP082157.1,4,4,4,0
NZ_CP082156.1,11,13,9,4
NZ_CP082155.1,21,22,17,5
NZ_CP099918.1,2,1,0,1
NZ_CP045841.1,4,5,3,2
NZ_CP045842.1,17,22,12,10
NZ_CP079761.1,1,1,0,1
NZ_CP097704.1,9,10,9,1
NZ_CP097705.1,1,1,0,1
NZ_CP097707.1,13,10,9,1
NZ_CP097708.1,4,5,5,0
NZ_CP090743.1,3,2,2,0
NZ_CP016568.1,5,6,2,4
NZ_CP073930.1,15,19,13,6
NZ_CP073931.1,1,1,1,0
NZ_CP074536.1,22,22,16,6
NZ_CP074537.1,16,12,7,5
NZ_CP074538.1,2,1,0,1
NZ_CP016013.1,7,6,5,1
NZ_CP038953.1,84,100,50,50
NZ_CP038954.1,13,13,6,7
NZ_CP038955.1,9,9,5,4
NZ_CP038956.1,14,13,4,9
NZ_CP014399.1,2,3,1,2
NZ_CP054436.1,1,0,0,0
NZ_CP044413.1,1,1,1,0
NZ_CP022268.1,4,9,8,1
NZ_CP022269.1,2,5,4,1
NZ_CP117405.1,4,1,0,1
NZ_CP117406.1,4,5,2,3
NZ_CP117407.1,2,2,2,0
NZ_CP117408.1,3,3,1,2
NZ_CP031818.1,47,56,41,15
NZ_CP031819.1,1,1,1,0
NZ_CP031820.1,1,1,1,0
NZ_CP127097.1,3,0,0,0
NZ_CP081288.1,1,0,0,0
NZ_CP081289.1,3,1,1,0
NZ_CP029690.1,10,13,11,2
